Away_Manager_Name,Away_Team_Country,Away_Team_Gender,Away_Team_Name,Away_Team_Score,Competition_Country,Competition_Name,Competition_Stage,Home_Manager_Name,Home_Team_Country,Home_Team_Gender,Home_Team_Name,Home_Team_Score,Referee_Country,Referee_Name,Season_Name,Stadium_Name
Gregorio Manzano Ballesteros,Spain,male,Sevilla,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,Turienzo,2010/2011,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,José Aurelio Gay López,Spain,male,Real Zaragoza,0,Spain,Miguel Pérez,2010/2011,Estadio de la Romareda
Josep Guardiola i Sala,Spain,male,Barcelona,8,Spain,La Liga,Regular Season,Juan Manuel Lillo Díez,Spain,male,Almería,0,Spain,César Muñiz,2010/2011,Power Horse Stadium ? Estadio de los Juegos Mediterráneos
Josep Guardiola i Sala,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Manuel Preciado Rebolledo,Spain,male,Sporting Gijón,1,Spain,Miguel Pérez,2010/2011,Estadio Municipal El Molinón
Unai Emery Etxegoien,Spain,male,Valencia,1,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,Turienzo,2011/2012,Spotify Camp Nou
Marcelino García Toral,Spain,male,Sevilla,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,0,Spain,Eduardo Iturralde Gonzalez,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,Manuel Enrique Jiménez Jiménez,Spain,male,Real Zaragoza,1,Spain,Turienzo,2011/2012,Estadio de la Romareda
Javier Aguirre Onaindía,Spain,male,Real Zaragoza,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,Alberto Undiano Mallenco,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Diego Pablo Simeone,Spain,male,Atlético Madrid,1,Spain,Miguel Pérez,2011/2012,Estadio Vicente Calderón
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Álvaro Cervera Díaz,Spain,male,Racing Santander,0,,,2011/2012,Campos de Sport de El Sardinero
Philippe Jacques William Montanier,Spain,male,Real Sociedad,1,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,Carlos Clos Gómez,2011/2012,Spotify Camp Nou
José Ramón Sandoval Huertas,Spain,male,Rayo Vallecano,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,Miguel Pérez,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,Manuel Luis Pellegrini Ripamonti,Spain,male,Málaga,1,Spain,Alberto Undiano Mallenco,2011/2012,Estadio La Rosaleda
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Marcelo Alberto Bielsa Caldera,Spain,male,Athletic Club,2,Spain,José Paradas,2011/2012,Estadio San Mamés
Gregorio Manzano Ballesteros,Spain,male,Atlético Madrid,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,Carlos Delgado,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Joaquín de Jesús Caparrós Camino,Spain,male,Mallorca,0,Spain,Miguel Ayza,2011/2012,Estadi Mallorca Son Moix
José Mario Felix dos Santos Mourinho,Spain,male,Real Madrid,2,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,1,Spain,Alberto Undiano Mallenco,2011/2012,Spotify Camp Nou
Abel Resino Gómez,Spain,male,Granada,3,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,José Teixeira,2011/2012,Spotify Camp Nou
Héctor Raúl Cúper,Spain,male,Racing Santander,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,3,Spain,Miguel Ayza,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Unai Emery Etxegoien,Spain,male,Valencia,2,Spain,Carlos Velasco Carballo,2011/2012,Estadio de Mestalla
Juan Ignacio Martínez Jiménez,Spain,male,Levante UD,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,José Teixeira,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Philippe Jacques William Montanier,Spain,male,Real Sociedad,2,Spain,Antonio Miguel Mateu Lahoz,2011/2012,Reale Arena
Luis García Plaza,Spain,male,Getafe,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,José Luis González González,2011/2012,Spotify Camp Nou
Manuel Luis Pellegrini Ripamonti,Spain,male,Málaga,1,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,Turienzo,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Manuel Preciado Rebolledo,Spain,male,Sporting Gijón,0,Spain,Carlos Clos Gómez,2011/2012,Estadio Municipal El Molinón
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,José Mel Pérez,Spain,male,Real Betis,2,Spain,Miguel Ayza,2011/2012,Estadio Benito Villamarín
Josep Guardiola i Sala,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,José Mario Felix dos Santos Mourinho,Spain,male,Real Madrid,1,Spain,David Fernández Borbalan,2011/2012,Estadio Santiago Bernabéu
José Mel Pérez,Spain,male,Real Betis,2,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,Ignacio Iglesias Villanueva,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Luis García Plaza,Spain,male,Getafe,1,Spain,Fernando Teixeira,2011/2012,Coliseum Alfonso Pérez
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,José Luis Mendilibar Etxebarria,Spain,male,Osasuna,3,Spain,José Paradas,2011/2012,Estadio El Sadar
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,José Miguel González Martín del Campo,Spain,male,Sevilla,0,Spain,José Luis González González,2011/2012,Estadio Ramón Sánchez Pizjuán
Juan Carlos Garrido Fernández,Spain,male,Villarreal,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,Turienzo,2011/2012,Spotify Camp Nou
Mauricio Roberto Pochettino Trossero,Spain,male,Espanyol,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,4,Spain,Fernando Teixeira,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Mauricio Roberto Pochettino Trossero,Spain,male,Espanyol,1,Spain,Turienzo,2011/2012,RCDE Stadium
Joaquín de Jesús Caparrós Camino,Spain,male,Mallorca,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,5,Spain,Pedro Jesús Pérez Montero,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Fabriciano González Penelas,Spain,male,Granada,0,Spain,César Muñiz,2011/2012,Estadio Nuevo Los Cármenes
Josep Guardiola i Sala,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,José Francisco Molina Jiménez ,Spain,male,Villarreal,0,Spain,José Teixeira,2011/2012,Estadio de la Cerámica
José Luis Mendilibar Etxebarria,Spain,male,Osasuna,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,8,Spain,César Muñiz,2011/2012,Spotify Camp Nou
Josep Guardiola i Sala,Spain,male,Barcelona,7,Spain,La Liga,Regular Season,José Ramón Sandoval Huertas,Spain,male,Rayo Vallecano,0,Spain,Carlos Delgado,2011/2012,Estadio de Vallecas
Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Juan Ignacio Martínez Jiménez,Spain,male,Levante UD,1,Spain,José Teixeira,2011/2012,Estadio Ciudad de Valencia
Marcelo Alberto Bielsa Caldera,Spain,male,Athletic Club,0,Spain,La Liga,Regular Season,Josep Guardiola i Sala,Spain,male,Barcelona,2,Spain,Antonio Miguel Mateu Lahoz,2011/2012,Spotify Camp Nou
,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,,Spain,male,Real Valladolid,1,Spain,Carlos Clos Gómez,2012/2013,Estadio Municipal José Zorrilla
,Spain,male,Granada,0,Spain,La Liga,Regular Season,,Spain,male,Barcelona,2,,,2012/2013,Spotify Camp Nou
,Spain,male,Real Betis,2,Spain,La Liga,Regular Season,,Spain,male,Barcelona,4,Spain,Carlos Clos Gómez,2012/2013,Spotify Camp Nou
,Spain,male,Celta Vigo,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,3,Spain,David Fernández Borbalan,2012/2013,Spotify Camp Nou
,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,,Spain,male,Valencia,1,Spain,José Luis González González,2012/2013,Estadio de Mestalla
,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,,Spain,male,Mallorca,2,Spain,Ignacio Iglesias Villanueva,2012/2013,Estadi Mallorca Son Moix
,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,,Spain,male,Real Madrid,2,Spain,Miguel Pérez,2012/2013,Estadio Santiago Bernabéu
,Spain,male,Barcelona,5,Spain,La Liga,Regular Season,,Spain,male,RC Deportivo La Coruña,4,Spain,José Paradas,2012/2013,Estadio Abanca-Riazor
,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,,Spain,male,Levante UD,0,Spain,Pedro Jesús Pérez Montero,2012/2013,Estadio Ciudad de Valencia
,Spain,male,Atlético Madrid,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,4,Spain,Miguel Pérez,2012/2013,Spotify Camp Nou
,Spain,male,Getafe,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,6,Spain,Ignacio Iglesias Villanueva,2012/2013,Spotify Camp Nou
,Spain,male,Espanyol,0,Spain,La Liga,Regular Season,,Spain,male,Barcelona,4,Spain,Jesús Gil Manzano,2012/2013,Spotify Camp Nou
,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,,Spain,male,Celta Vigo,2,Spain,Antonio Miguel Mateu Lahoz,2012/2013,Abanca-Balaídos
,Spain,male,Real Sociedad,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,5,Spain,José Luis González González,2012/2013,Spotify Camp Nou
,Spain,male,Osasuna,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,5,Spain,Fernando Teixeira,2012/2013,Spotify Camp Nou
,Spain,male,Athletic Club,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,5,Spain,Antonio Miguel Mateu Lahoz,2012/2013,Spotify Camp Nou
Francesc Vilanova i Bayo,Spain,male,Barcelona,5,Spain,La Liga,Regular Season,Francisco Jémez Martín,Spain,male,Rayo Vallecano,0,Spain,Miguel Pérez,2012/2013,Estadio de Vallecas
,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,,Spain,male,Real Sociedad,3,Spain,Alberto Undiano Mallenco,2012/2013,Reale Arena
,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,,Spain,male,Atlético Madrid,1,Spain,Pedro Jesús Pérez Montero,2012/2013,Estadio Vicente Calderón
,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,,Spain,male,Sevilla,2,Spain,Antonio Miguel Mateu Lahoz,2012/2013,Estadio Ramón Sánchez Pizjuán
,Spain,male,Valencia,0,Spain,La Liga,Regular Season,,Spain,male,Barcelona,1,Spain,Miguel Pérez,2012/2013,Spotify Camp Nou
,Spain,male,Real Zaragoza,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,3,Spain,Miguel Ayza,2012/2013,Spotify Camp Nou
,Spain,male,Real Madrid,2,Spain,La Liga,Regular Season,,Spain,male,Barcelona,2,Spain,Carlos Delgado,2012/2013,Spotify Camp Nou
,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,,Spain,male,Real Betis,1,Spain,Carlos Velasco Carballo,2012/2013,Estadio Benito Villamarín
,Spain,male,Rayo Vallecano,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,3,Spain,José Luis González González,2012/2013,Spotify Camp Nou
,Spain,male,RC Deportivo La Coruña,0,Spain,La Liga,Regular Season,,Spain,male,Barcelona,2,Spain,Pedro Jesús Pérez Montero,2012/2013,Spotify Camp Nou
,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,,Spain,male,Málaga,1,Spain,Carlos Delgado,2012/2013,Estadio La Rosaleda
Francesc Vilanova i Bayo,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Marcelo Alberto Bielsa Caldera,Spain,male,Athletic Club,2,Spain,Ignacio Iglesias Villanueva,2012/2013,Estadio San Mamés
,Spain,male,Sevilla,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,2,Spain,Carlos Velasco Carballo,2012/2013,Spotify Camp Nou
,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,,Spain,male,Granada,1,,,2012/2013,Estadio Nuevo Los Cármenes
,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,,Spain,male,Osasuna,1,Spain,César Muñiz,2012/2013,Estadio El Sadar
,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,,Spain,male,Getafe,1,Spain,Fernando Teixeira,2012/2013,Coliseum Alfonso Pérez
,Spain,male,Real Betis,1,Spain,La Liga,Regular Season,,Spain,male,Barcelona,3,Spain,Eduardo Prieto Iglesias,2013/2014,Spotify Camp Nou
Unai Emery Etxegoien,Spain,male,Sevilla,2,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,3,Spain,César Muñiz,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,Miroslav Ðukic,Spain,male,Valencia,2,Spain,José Teixeira,2013/2014,Estadio de Mestalla
Gerardo Daniel Martino,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,Francisco Jémez Martín,Spain,male,Rayo Vallecano,0,Spain,Carlos Clos Gómez,2013/2014,Estadio de Vallecas
Bernd Schuster,Spain,male,Málaga,0,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,3,Spain,Carlos Clos Gómez,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Luis Lucas Alcaraz González,Spain,male,Granada,1,Spain,Carlos Delgado,2013/2014,Estadio Nuevo Los Cármenes
Jagoba Arrasate Elustondo,Spain,male,Real Sociedad,1,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,4,Spain,Jesús Gil Manzano,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,Marcelino García Toral,Spain,male,Villarreal,2,Spain,David Fernández Borbalan,2013/2014,Estadio de la Cerámica
Francisco Javier Rodríguez Vílchez,Spain,male,Almería,1,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,4,,,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,Unai Emery Etxegoien,Spain,male,Sevilla,1,Spain,José Teixeira,2013/2014,Estadio Ramón Sánchez Pizjuán
Gerardo Daniel Martino,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Joaquín de Jesús Caparrós Camino,Spain,male,Levante UD,1,,,2013/2014,Estadio Ciudad de Valencia
Javier Gracia Carlos,Spain,male,Osasuna,0,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,7,Spain,José Teixeira,2013/2014,Spotify Camp Nou
Ernesto Valverde Tejedor,Spain,male,Athletic Club,1,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,2,,,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Francisco Escriba Segura,Spain,male,Elche,0,Spain,Fernando Teixeira,2013/2014,Estadio Manuel Martínez Valero
Luis Enrique Martínez García,Spain,male,Celta Vigo,0,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,3,Spain,Miguel Ayza,2013/2014,Spotify Camp Nou
Carlo Ancelotti,Spain,male,Real Madrid,1,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,2,Spain,Alberto Undiano Mallenco,2013/2014,Spotify Camp Nou
Francisco Jémez Martín,Spain,male,Rayo Vallecano,0,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,6,,,2013/2014,Spotify Camp Nou
Joaquín de Jesús Caparrós Camino,Spain,male,Levante UD,0,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,7,,,2013/2014,Spotify Camp Nou
Javier Aguirre Onaindía,Spain,male,Espanyol,0,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,1,Spain,Carlos Velasco Carballo,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Javier Aguirre Onaindía,Spain,male,Espanyol,0,Spain,Carlos Clos Gómez,2013/2014,RCDE Stadium
Diego Pablo Simeone,Spain,male,Atlético Madrid,1,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,1,Spain,Antonio Miguel Mateu Lahoz,2013/2014,Spotify Camp Nou
Juan Antonio Pizzi Torroja,Spain,male,Valencia,3,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,2,Spain,Pedro Jesús Pérez Montero,2013/2014,Spotify Camp Nou
Cosmin Marius Contra,Spain,male,Getafe,2,Spain,La Liga,Regular Season,Gerardo Daniel Martino,Spain,male,Barcelona,2,Spain,José Teixeira,2013/2014,Spotify Camp Nou
Gerardo Daniel Martino,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Diego Pablo Simeone,Spain,male,Atlético Madrid,0,Spain,Antonio Miguel Mateu Lahoz,2013/2014,Estadio Vicente Calderón
Gerardo Daniel Martino,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,Carlo Ancelotti,Spain,male,Real Madrid,3,Spain,Alberto Undiano Mallenco,2013/2014,Estadio Santiago Bernabéu
Gerardo Daniel Martino,Spain,male,Barcelona,4,Spain,La Liga,Regular Season,José Mel Pérez,Spain,male,Real Betis,1,Spain,José Luis González González,2013/2014,Estadio Benito Villamarín
Gerardo Daniel Martino,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Juan Ignacio Martínez Jiménez,Spain,male,Real Valladolid,1,,,2013/2014,Estadio Municipal José Zorrilla
Gerardo Daniel Martino,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Jagoba Arrasate Elustondo,Spain,male,Real Sociedad,3,Spain,David Fernández Borbalan,2013/2014,Reale Arena
Gerardo Daniel Martino,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Javier Gracia Carlos,Spain,male,Osasuna,0,Spain,Pedro Jesús Pérez Montero,2013/2014,Estadio El Sadar
Gerardo Daniel Martino,Spain,male,Barcelona,3,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Celta Vigo,0,Spain,David Fernández Borbalan,2013/2014,Abanca-Balaídos
Gerardo Daniel Martino,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Francisco Javier Rodríguez Vílchez,Spain,male,Almería,0,Spain,Miguel Ayza,2013/2014,Power Horse Stadium ? Estadio de los Juegos Mediterráneos
Carlo Ancelotti,Spain,male,Real Madrid,1,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,2,Spain,Antonio Miguel Mateu Lahoz,2014/2015,Spotify Camp Nou
Unai Emery Etxegoien,Spain,male,Sevilla,1,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,5,,,2014/2015,Spotify Camp Nou
Luis Enrique Martínez García,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Javier Gracia Carlos,Spain,male,Málaga,0,,,2014/2015,Estadio La Rosaleda
Pablo Franco Martín,Spain,male,Getafe,0,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,6,Spain,David Fernández Borbalan,2014/2015,Spotify Camp Nou
Joaquín de Jesús Caparrós Camino,Spain,male,Granada,0,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,6,,,2014/2015,Spotify Camp Nou
Francisco Jémez Martín,Spain,male,Rayo Vallecano,1,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,6,Spain,Jesús Gil Manzano,2014/2015,Spotify Camp Nou
Víctor Sánchez del Amo,Spain,male,RC Deportivo La Coruña,2,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,2,Spain,Carlos Clos Gómez,2014/2015,Spotify Camp Nou
Luis Enrique Martínez García,Spain,male,Barcelona,0,Spain,La Liga,Regular Season,Cosmin Marius Contra,Spain,male,Getafe,0,,,2014/2015,Coliseum Alfonso Pérez
Ernesto Valverde Tejedor,Spain,male,Athletic Club,0,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,2,Spain,David Fernández Borbalan,2014/2015,Spotify Camp Nou
Manuel Eduardo Berizzo,Spain,male,Celta Vigo,1,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,0,,,2014/2015,Spotify Camp Nou
Gaizka Garitano Aguirre,Spain,male,Eibar,0,Spain,La Liga,Regular Season,Luis Enrique Martínez García,Spain,male,Barcelona,3,Spain,José Teixeira,2014/2015,Spotify Camp Nou
Luis Enrique Martínez García,Spain,male,Barcelona,8,Spain,La Liga,Regular Season,José Antonio Romero Morilla,Spain,male,Córdoba CF,0,Spain,Carlos Clos Gómez,2014/2015,Estadio Nuevo Arcángel
,Spain,male,Almería,0,Spain,La Liga,Regular Season,,Spain,male,Barcelona,4,,,2014/2015,Spotify Camp Nou
Luis Enrique Martínez García,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Marcelino García Toral,Spain,male,Villarreal,0,Spain,Carlos Velasco Carballo,2014/2015,Estadio de la Cerámica
Luis Enrique Martínez García,Spain,male,Barcelona,1,Spain,La Liga,Regular Season,Carlo Ancelotti,Spain,male,Real Madrid,3,Spain,Jesús Gil Manzano,2014/2015,Estadio Santiago Bernabéu
Luis Enrique Martínez García,Spain,male,Barcelona,2,Spain,La Liga,Regular Season,Francisco Jémez Martín,Spain,male,Rayo Vallecano,0,Spain,Antonio Miguel Mateu Lahoz,2014/2015,Estadio de Vallecas
