season,localTeam,visitorTeam,localGoals,visitorGoals,
1970-71,Santander,Cadiz,5,1,
1970-71,Villarreal,Burgos,0,0,
1970-71,Cordoba,Deportivo,1,1,
1970-71,Langreo,Castellon,0,0,
1970-71,Pontevedra,Moscardo,1,0,
1970-71,Cadiz,'Racing de Ferrol',0,0,
1970-71,Castellon,Ontinyent,2,0,
1970-71,Moscardo,Cordoba,0,2,
1970-71,Burgos,Oviedo,1,1,
1970-71,Hercules,Pontevedra,3,1,
1970-71,'Calvo Sotelo',Mallorca,3,1,
1970-71,Betis,Villarreal,1,1,
1970-71,Langreo,Logrones,2,0,
1970-71,Deportivo,Santander,2,0,
1970-71,'Sant Andreu','Rayo Vallecano',0,2,
1970-71,Oviedo,Betis,0,0,
1970-71,Pontevedra,Castellon,1,1,
1970-71,Santander,Moscardo,1,0,
1970-71,'Rayo Vallecano',Cadiz,6,0,
1970-71,Cordoba,Hercules,2,1,
1970-71,'Racing de Ferrol',Deportivo,1,0,
1970-71,Villarreal,'Calvo Sotelo',1,0,
1970-71,Burgos,Logrones,0,0,
1970-71,Ontinyent,Langreo,3,2,
1970-71,Mallorca,'Sant Andreu',0,0,
1970-71,Castellon,Cordoba,1,0,
1970-71,Betis,Burgos,1,0,
1970-71,Hercules,Santander,4,1,
1970-71,Moscardo,'Racing de Ferrol',1,2,
1970-71,'Sant Andreu',Villarreal,1,1,
1970-71,Deportivo,'Rayo Vallecano',1,0,
1970-71,Logrones,Ontinyent,2,0,
1970-71,'Calvo Sotelo',Oviedo,1,0,
1970-71,Cadiz,Mallorca,1,0,
1970-71,Langreo,Pontevedra,3,1,
1971-72,'Atletico de Bilbao','Las Palmas',1,2,
1971-72,Valencia,Espanol,1,1,
1971-72,Barcelona,'Real Sociedad',3,0,
1971-72,'Celta de Vigo','Atletico de Madrid',2,1,
1971-72,Deportivo,Cordoba,3,2,
1971-72,Granada,'CD Malaga',2,0,
1971-72,'Real Madrid',Betis,2,0,
1971-72,Sabadell,'Sporting de Gijon',0,2,
1971-72,Sevilla,Burgos,2,0,
1971-72,'Atletico de Madrid',Sabadell,5,0,
1971-72,'Sporting de Gijon','Atletico de Bilbao',3,2,
1971-72,'Las Palmas',Valencia,1,1,
1971-72,'CD Malaga',Deportivo,2,0,
1971-72,Betis,'Celta de Vigo',1,1,
1971-72,Burgos,'Real Madrid',1,2,
1971-72,Cordoba,Sevilla,1,1,
1971-72,Espanol,Barcelona,3,0,
1971-72,'Real Sociedad',Granada,3,1,
1971-72,Valencia,'Sporting de Gijon',1,0,
1971-72,'Atletico de Bilbao','Atletico de Madrid',0,1,
1971-72,Barcelona,'Las Palmas',1,2,
1971-72,Burgos,Cordoba,1,0,
1971-72,Deportivo,'Real Sociedad',1,0,
1971-72,Granada,Espanol,0,0,
1971-72,'Real Madrid','Celta de Vigo',3,0,
1971-72,Sabadell,Betis,2,1,
1971-72,Sevilla,'CD Malaga',1,2,
1971-72,'Las Palmas',Granada,2,2,
1971-72,'Atletico de Madrid',Valencia,0,1,
1971-72,Betis,'Atletico de Bilbao',1,0,
1971-72,'Celta de Vigo',Sabadell,0,1,
1971-72,Cordoba,'Real Madrid',2,2,
1971-72,Espanol,Deportivo,2,0,
1971-72,'Sporting de Gijon',Barcelona,1,0,
1971-72,'CD Malaga',Burgos,4,1,
1971-72,'Real Sociedad',Sevilla,1,1,
1971-72,'Atletico de Bilbao','Celta de Vigo',4,0,
1971-72,Barcelona,'Atletico de Madrid',0,0,
1971-72,Burgos,'Real Sociedad',3,1,
1971-72,Cordoba,'CD Malaga',0,0,
1971-72,Deportivo,'Las Palmas',1,0,
1971-72,Granada,'Sporting de Gijon',1,0,
1971-72,'Real Madrid',Sabadell,2,0,
1971-72,Sevilla,Espanol,1,0,
1971-72,Valencia,Betis,2,0,
1971-72,'Las Palmas',Sevilla,1,1,
1971-72,'Atletico de Madrid',Granada,1,0,
1971-72,Betis,Barcelona,0,0,
1971-72,'Celta de Vigo',Valencia,1,3,
1971-72,Espanol,Burgos,1,1,
1971-72,'Sporting de Gijon',Deportivo,2,0,
1971-72,'CD Malaga','Real Madrid',1,1,
1971-72,'Real Sociedad',Cordoba,2,1,
1971-72,Sabadell,'Atletico de Bilbao',0,0,
1971-72,Barcelona,'Celta de Vigo',1,0,
1971-72,'Real Madrid','Atletico de Bilbao',1,0,
1971-72,Burgos,'Las Palmas',1,0,
1971-72,Cordoba,Espanol,3,1,
1971-72,Deportivo,'Atletico de Madrid',1,1,
1971-72,Granada,Betis,0,0,
1971-72,'CD Malaga','Real Sociedad',1,1,
1971-72,Sevilla,'Sporting de Gijon',3,1,
1971-72,Valencia,Sabadell,3,1,
1971-72,'Atletico de Bilbao',Valencia,1,1,
1971-72,'Atletico de Madrid',Sevilla,0,2,
1971-72,Betis,Deportivo,2,0,
1971-72,'Celta de Vigo',Granada,0,0,
1971-72,Espanol,'CD Malaga',4,1,
1971-72,'Sporting de Gijon',Burgos,0,0,
1971-72,'Las Palmas',Cordoba,3,0,
1971-72,'Real Sociedad','Real Madrid',0,2,
1971-72,Sabadell,Barcelona,0,0,
1971-72,Barcelona,'Atletico de Bilbao',0,1,
1971-72,Burgos,'Atletico de Madrid',0,0,
1971-72,Cordoba,'Sporting de Gijon',0,1,
1971-72,Deportivo,'Celta de Vigo',0,1,
1971-72,Granada,Sabadell,3,1,
1971-72,'CD Malaga','Las Palmas',0,0,
1971-72,'Real Sociedad',Espanol,4,1,
1971-72,'Real Madrid',Valencia,1,1,
1971-72,Sevilla,Betis,3,1,
1971-72,'Las Palmas','Real Sociedad',0,0,
1971-72,'Atletico de Bilbao',Granada,1,0,
1971-72,'Atletico de Madrid',Cordoba,2,2,
1971-72,Betis,Burgos,2,0,
1971-72,'Celta de Vigo',Sevilla,4,1,
1971-72,Espanol,'Real Madrid',0,0,
1971-72,'Sporting de Gijon','CD Malaga',1,2,
1971-72,Sabadell,Deportivo,4,1,
1971-72,Valencia,Barcelona,1,0,
1971-72,Burgos,'Celta de Vigo',3,2,
1971-72,Cordoba,Betis,3,1,
1971-72,Deportivo,'Atletico de Bilbao',1,0,
1971-72,Espanol,'Las Palmas',4,0,
1971-72,Granada,Valencia,1,0,
1971-72,'CD Malaga','Atletico de Madrid',0,0,
1971-72,'Real Sociedad','Sporting de Gijon',3,1,
1971-72,'Real Madrid',Barcelona,1,1,
1971-72,Sevilla,Sabadell,1,1,
1971-72,'Las Palmas','Real Madrid',2,0,
1971-72,'Atletico de Bilbao',Sevilla,2,0,
1971-72,'Atletico de Madrid','Real Sociedad',5,0,
1971-72,Barcelona,Granada,2,0,
1971-72,Betis,'CD Malaga',0,0,
1971-72,'Celta de Vigo',Cordoba,2,0,
1971-72,'Sporting de Gijon',Espanol,4,0,
1971-72,Sabadell,Burgos,2,1,
1971-72,Valencia,Deportivo,1,1,
1971-72,'Las Palmas','Sporting de Gijon',5,1,
1971-72,Burgos,'Atletico de Bilbao',1,0,
1971-72,Cordoba,Sabadell,4,1,
1971-72,Deportivo,Barcelona,0,2,
1971-72,Espanol,'Atletico de Madrid',1,2,
1971-72,'CD Malaga','Celta de Vigo',1,1,
1971-72,'Real Sociedad',Betis,6,0,
1971-72,'Real Madrid',Granada,4,2,
1971-72,Sevilla,Valencia,2,0,
1971-72,'Atletico de Bilbao',Cordoba,5,0,
1971-72,'Atletico de Madrid','Las Palmas',2,0,
1971-72,Barcelona,Sevilla,1,0,
1971-72,Betis,Espanol,0,1,
1971-72,'Celta de Vigo','Real Sociedad',0,1,
1971-72,'Sporting de Gijon','Real Madrid',1,1,
1971-72,Granada,Deportivo,2,2,
1971-72,Sabadell,'CD Malaga',1,1,
1971-72,Valencia,Burgos,2,0,
1971-72,'Las Palmas',Betis,2,0,
1971-72,Burgos,Barcelona,2,3,
1971-72,Cordoba,Valencia,0,4,
1971-72,Espanol,'Celta de Vigo',1,0,
1971-72,'Sporting de Gijon','Atletico de Madrid',1,2,
1971-72,'CD Malaga','Atletico de Bilbao',1,0,
1971-72,'Real Sociedad',Sabadell,2,0,
1971-72,'Real Madrid',Deportivo,1,0,
1971-72,Sevilla,Granada,2,1,
1971-72,'Atletico de Bilbao','Real Sociedad',1,2,
1971-72,Barcelona,Cordoba,4,1,
1971-72,Betis,'Sporting de Gijon',2,1,
1971-72,'Celta de Vigo','Las Palmas',2,0,
1971-72,Deportivo,Sevilla,1,0,
1971-72,Granada,Burgos,2,1,
1971-72,'Real Madrid','Atletico de Madrid',1,0,
1971-72,Sabadell,Espanol,0,2,
1971-72,Valencia,'CD Malaga',3,0,
1971-72,'Las Palmas',Sabadell,0,0,
1971-72,'Atletico de Madrid',Betis,4,1,
1971-72,Burgos,Deportivo,3,1,
1971-72,Cordoba,Granada,2,0,
1971-72,Espanol,'Atletico de Bilbao',1,2,
1971-72,'Sporting de Gijon','Celta de Vigo',2,2,
1971-72,'CD Malaga',Barcelona,0,0,
1971-72,'Real Sociedad',Valencia,1,0,
1971-72,Sevilla,'Real Madrid',0,2,
1971-72,'Las Palmas','Atletico de Bilbao',2,1,
1971-72,'Atletico de Madrid','Celta de Vigo',0,0,
1971-72,Betis,'Real Madrid',0,0,
1971-72,Burgos,Sevilla,1,0,
1971-72,Cordoba,Deportivo,0,0,
1971-72,Espanol,Valencia,3,1,
1971-72,'Sporting de Gijon',Sabadell,3,0,
1971-72,'CD Malaga',Granada,1,0,
1971-72,'Real Sociedad',Barcelona,2,2,
1971-72,'Atletico de Bilbao','Sporting de Gijon',3,1,
1971-72,Barcelona,Espanol,2,0,
1971-72,'Celta de Vigo',Betis,1,0,
1971-72,Deportivo,'CD Malaga',0,0,
1971-72,Granada,'Real Sociedad',1,0,
1971-72,'Real Madrid',Burgos,1,1,
1971-72,Sabadell,'Atletico de Madrid',3,1,
1971-72,Sevilla,Cordoba,1,1,
1971-72,Valencia,'Las Palmas',4,0,
1971-72,'Atletico de Madrid','Atletico de Bilbao',1,2,
1971-72,Betis,Sabadell,1,0,
1971-72,'Celta de Vigo','Real Madrid',1,1,
1971-72,Cordoba,Burgos,0,0,
1971-72,Espanol,Granada,2,3,
1971-72,'Sporting de Gijon',Valencia,4,0,
1971-72,'Las Palmas',Barcelona,1,2,
1971-72,'CD Malaga',Sevilla,2,2,
1971-72,'Real Sociedad',Deportivo,0,1,
1971-72,'Atletico de Bilbao',Betis,3,0,
1971-72,Barcelona,'Sporting de Gijon',1,0,
1971-72,Burgos,'CD Malaga',3,1,
1971-72,Deportivo,Espanol,3,1,
1971-72,Granada,'Las Palmas',3,0,
1971-72,'Real Madrid',Cordoba,4,1,
1971-72,Sabadell,'Celta de Vigo',1,1,
1971-72,Sevilla,'Real Sociedad',0,1,
1971-72,Valencia,'Atletico de Madrid',1,0,
1971-72,'Atletico de Madrid',Barcelona,1,1,
1971-72,Betis,Valencia,1,0,
1971-72,'Celta de Vigo','Atletico de Bilbao',2,0,
1971-72,Espanol,Sevilla,2,0,
1971-72,'Sporting de Gijon',Granada,2,0,
1971-72,'Las Palmas',Deportivo,2,0,
1971-72,'CD Malaga',Cordoba,2,2,
1971-72,'Real Sociedad',Burgos,2,0,
1971-72,Sabadell,'Real Madrid',1,2,
1971-72,'Atletico de Bilbao',Sabadell,3,1,
1971-72,Barcelona,Betis,2,2,
1971-72,Burgos,Espanol,2,1,
1971-72,Cordoba,'Real Sociedad',1,0,
1971-72,Deportivo,'Sporting de Gijon',1,1,
1971-72,Granada,'Atletico de Madrid',1,0,
1971-72,'Real Madrid','CD Malaga',1,0,
1971-72,Sevilla,'Las Palmas',0,2,
1971-72,Valencia,'Celta de Vigo',4,0,
1971-72,'Las Palmas',Burgos,3,1,
1971-72,'Atletico de Bilbao','Real Madrid',1,0,
1971-72,'Atletico de Madrid',Deportivo,2,1,
1971-72,Betis,Granada,1,0,
1971-72,'Celta de Vigo',Barcelona,1,2,
1971-72,Espanol,Cordoba,1,1,
1971-72,'Sporting de Gijon',Sevilla,1,0,
1971-72,'Real Sociedad','CD Malaga',1,0,
1971-72,Sabadell,Valencia,1,1,
1971-72,Barcelona,Sabadell,2,0,
1971-72,Burgos,'Sporting de Gijon',1,0,
1971-72,Cordoba,'Las Palmas',2,2,
1971-72,Deportivo,Betis,1,1,
1971-72,Granada,'Celta de Vigo',0,0,
1971-72,'CD Malaga',Espanol,1,0,
1971-72,'Real Madrid','Real Sociedad',2,1,
1971-72,Sevilla,'Atletico de Madrid',3,3,
1971-72,Valencia,'Atletico de Bilbao',2,0,
1971-72,'Las Palmas','CD Malaga',2,0,
1971-72,'Atletico de Bilbao',Barcelona,0,1,
1971-72,'Atletico de Madrid',Burgos,1,0,
1971-72,Betis,Sevilla,1,1,
1971-72,'Celta de Vigo',Deportivo,3,1,
1971-72,Espanol,'Real Sociedad',1,0,
1971-72,'Sporting de Gijon',Cordoba,0,0,
1971-72,Sabadell,Granada,0,0,
1971-72,Valencia,'Real Madrid',1,2,
1971-72,Barcelona,Valencia,1,1,
1971-72,Burgos,Betis,0,1,
1971-72,Cordoba,'Atletico de Madrid',0,1,
1971-72,Deportivo,Sabadell,1,0,
1971-72,Granada,'Atletico de Bilbao',5,1,
1971-72,'CD Malaga','Sporting de Gijon',1,1,
1971-72,'Real Sociedad','Las Palmas',1,0,
1971-72,'Real Madrid',Espanol,3,0,
1971-72,Sevilla,'Celta de Vigo',4,0,
1971-72,'Atletico de Bilbao',Deportivo,1,0,
1971-72,'Atletico de Madrid','CD Malaga',0,0,
1971-72,Betis,Cordoba,0,0,
1971-72,'Celta de Vigo',Burgos,2,0,
1971-72,'Sporting de Gijon','Real Sociedad',1,0,
1971-72,'Las Palmas',Espanol,1,0,
1971-72,Sabadell,Sevilla,0,0,
1971-72,Valencia,Granada,2,1,
1971-72,Barcelona,'Real Madrid',1,0,
1971-72,Burgos,Sabadell,4,1,
1971-72,Cordoba,'Celta de Vigo',0,0,
1971-72,Deportivo,Valencia,3,0,
1971-72,Espanol,'Sporting de Gijon',0,0,
1971-72,Granada,Barcelona,2,0,
1971-72,'CD Malaga',Betis,0,0,
1971-72,'Real Sociedad','Atletico de Madrid',0,0,
1971-72,'Real Madrid','Las Palmas',2,0,
1971-72,Sevilla,'Atletico de Bilbao',0,1,
1971-72,'Atletico de Bilbao',Burgos,1,0,
1971-72,'Atletico de Madrid',Espanol,1,1,
1971-72,Barcelona,Deportivo,1,0,
1971-72,Betis,'Real Sociedad',1,0,
1971-72,'Celta de Vigo','CD Malaga',1,1,
1971-72,'Sporting de Gijon','Las Palmas',0,1,
1971-72,Granada,'Real Madrid',2,1,
1971-72,Sabadell,Cordoba,1,0,
1971-72,Valencia,Sevilla,2,0,
1971-72,'Las Palmas','Atletico de Madrid',1,0,
1971-72,Sevilla,Barcelona,1,2,
1971-72,Burgos,Valencia,0,1,
1971-72,Cordoba,'Atletico de Bilbao',0,1,
1971-72,Deportivo,Granada,2,0,
1971-72,Espanol,Betis,3,0,
1971-72,'CD Malaga',Sabadell,1,0,
1971-72,'Real Sociedad','Celta de Vigo',0,0,
1971-72,'Real Madrid','Sporting de Gijon',1,0,
1971-72,Valencia,Cordoba,4,2,
1971-72,'Atletico de Bilbao','CD Malaga',0,0,
1971-72,'Atletico de Madrid','Sporting de Gijon',1,0,
1971-72,Barcelona,Burgos,2,1,
1971-72,Betis,'Las Palmas',2,1,
1971-72,'Celta de Vigo',Espanol,4,2,
1971-72,Deportivo,'Real Madrid',1,0,
1971-72,Granada,Sevilla,3,0,
1971-72,Sabadell,'Real Sociedad',3,1,
1971-72,'Las Palmas','Celta de Vigo',1,1,
1971-72,'CD Malaga',Valencia,0,2,
1971-72,'Atletico de Madrid','Real Madrid',4,1,
1971-72,Burgos,Granada,1,1,
1971-72,Cordoba,Barcelona,1,0,
1971-72,Espanol,Sabadell,2,1,
1971-72,'Sporting de Gijon',Betis,3,1,
1971-72,'Real Sociedad','Atletico de Bilbao',1,0,
1971-72,Sevilla,Deportivo,1,0,
1971-72,'Atletico de Bilbao',Espanol,1,1,
1971-72,Barcelona,'CD Malaga',0,1,
1971-72,Betis,'Atletico de Madrid',1,3,
1971-72,'Celta de Vigo','Sporting de Gijon',2,2,
1971-72,Deportivo,Burgos,0,0,
1971-72,Granada,Cordoba,1,0,
1971-72,'Real Madrid',Sevilla,4,1,
1971-72,Sabadell,'Las Palmas',0,1,
1971-72,Valencia,'Real Sociedad',2,1,
1971-72,Mallorca,'Sant Andreu',0,0,
1971-72,Cadiz,'Racing de Ferrol',1,0,
1971-72,Elche,Zaragoza,1,0,
1971-72,Logrones,Villarreal,2,0,
1971-72,Santander,Pontevedra,1,1,
1971-72,Castellon,Tenerife,2,1,
1971-72,'Cultural Leonesa',Langreo,3,0,
1971-72,'Rayo Vallecano',Mestalla,1,1,
1971-72,Valladolid,Hercules,3,1,
1971-72,Oviedo,Xerez,2,1,
1971-72,Xerez,Elche,1,1,
1971-72,Mestalla,Oviedo,0,1,
1971-72,Zaragoza,Santander,3,0,
1971-72,Pontevedra,Castellon,0,1,
1971-72,Tenerife,Logrones,0,0,
1971-72,Langreo,Mallorca,2,0,
1971-72,Hercules,Cadiz,2,0,
1971-72,Villarreal,Valladolid,1,0,
1971-72,'Racing de Ferrol','Cultural Leonesa',0,3,
1971-72,'Sant Andreu','Rayo Vallecano',1,0,
1971-72,Mallorca,'Racing de Ferrol',1,1,
1971-72,Oviedo,'Sant Andreu',1,0,
1971-72,Castellon,Zaragoza,5,1,
1971-72,Santander,Xerez,0,1,
1971-72,Pontevedra,Tenerife,1,0,
1971-72,'Rayo Vallecano',Langreo,2,0,
1971-72,'Cultural Leonesa',Hercules,2,1,
1971-72,Cadiz,Villarreal,1,0,
1971-72,Elche,Mestalla,1,0,
1971-72,Valladolid,Logrones,0,2,
1971-72,Mestalla,Santander,2,1,
1971-72,Xerez,Castellon,0,2,
1971-72,Logrones,Cadiz,1,0,
1971-72,Hercules,Mallorca,0,0,
1971-72,'Racing de Ferrol','Rayo Vallecano',1,2,
1971-72,Zaragoza,Pontevedra,4,3,
1971-72,Langreo,Oviedo,1,1,
1971-72,Villarreal,'Cultural Leonesa',3,1,
1971-72,Valladolid,Tenerife,1,1,
1971-72,'Sant Andreu',Elche,0,0,
1971-72,Castellon,Mestalla,3,1,
1971-72,Elche,Langreo,3,0,
1971-72,Mallorca,Villarreal,0,1,
1971-72,Santander,'Sant Andreu',1,0,
1971-72,Pontevedra,Xerez,2,2,
1971-72,Tenerife,Zaragoza,0,1,
1971-72,Oviedo,'Racing de Ferrol',3,0,
1971-72,'Rayo Vallecano',Hercules,1,0,
1971-72,Cadiz,Valladolid,0,1,
1971-72,'Cultural Leonesa',Logrones,1,0,
1971-72,Mestalla,Pontevedra,1,1,
1971-72,Xerez,Zaragoza,1,0,
1971-72,Logrones,Mallorca,1,0,
1971-72,Langreo,Santander,1,0,
1971-72,Villarreal,'Rayo Vallecano',2,2,
1971-72,Hercules,Oviedo,0,1,
1971-72,Tenerife,Cadiz,2,0,
1971-72,'Racing de Ferrol',Elche,0,4,
1971-72,Valladolid,'Cultural Leonesa',6,2,
1971-72,'Sant Andreu',Castellon,1,1,
1971-72,Pontevedra,'Sant Andreu',0,2,
1971-72,Xerez,Tenerife,1,1,
1971-72,Oviedo,Villarreal,1,0,
1971-72,Mallorca,Valladolid,3,2,
1971-72,Elche,Hercules,2,0,
1971-72,'Rayo Vallecano',Logrones,0,0,
1971-72,'Cultural Leonesa',Cadiz,5,0,
1971-72,Zaragoza,Mestalla,4,0,
1971-72,Castellon,Langreo,1,0,
1971-72,Santander,'Racing de Ferrol',1,0,
1971-72,'Racing de Ferrol',Castellon,0,2,
1971-72,Valladolid,'Rayo Vallecano',1,1,
1971-72,Villarreal,Elche,2,1,
1971-72,Langreo,Pontevedra,1,2,
1971-72,Cadiz,Mallorca,2,1,
1971-72,'Cultural Leonesa',Tenerife,2,1,
1971-72,Logrones,Oviedo,0,0,
1971-72,Mestalla,Xerez,1,0,
1971-72,Hercules,Santander,5,0,
1971-72,'Sant Andreu',Zaragoza,1,1,
1971-72,Castellon,Hercules,1,0,
1971-72,Mallorca,'Cultural Leonesa',1,0,
1971-72,Elche,Logrones,2,1,
1971-72,'Rayo Vallecano',Cadiz,0,1,
1971-72,Xerez,'Sant Andreu',0,0,
1971-72,Tenerife,Mestalla,2,0,
1971-72,Oviedo,Valladolid,0,0,
1971-72,Zaragoza,Langreo,3,0,
1971-72,Santander,Villarreal,0,0,
1971-72,Pontevedra,'Racing de Ferrol',0,1,
1971-72,Langreo,Xerez,0,0,
1971-72,Hercules,Pontevedra,1,1,
1971-72,Valladolid,Elche,2,1,
1971-72,Tenerife,Mallorca,0,0,
1971-72,'Cultural Leonesa','Rayo Vallecano',2,0,
1971-72,'Racing de Ferrol',Zaragoza,1,1,
1971-72,Villarreal,Castellon,0,0,
1971-72,Cadiz,Oviedo,1,2,
1971-72,Logrones,Santander,2,1,
1971-72,'Sant Andreu',Mestalla,3,1,
1971-72,Pontevedra,Villarreal,2,0,
1971-72,Xerez,'Racing de Ferrol',3,1,
1971-72,Elche,Cadiz,1,0,
1971-72,Oviedo,'Cultural Leonesa',0,0,
1971-72,Santander,Valladolid,4,0,
1971-72,Zaragoza,Hercules,2,1,
1971-72,Mestalla,Langreo,2,0,
1971-72,Castellon,Logrones,1,0,
1971-72,'Rayo Vallecano',Mallorca,1,0,
1971-72,'Sant Andreu',Tenerife,1,0,
1971-72,Langreo,'Sant Andreu',2,0,
1971-72,Valladolid,Castellon,3,2,
1971-72,'Racing de Ferrol',Mestalla,1,1,
1971-72,Logrones,Pontevedra,1,0,
1971-72,Mallorca,Oviedo,1,0,
1971-72,Hercules,Xerez,1,0,
1971-72,'Rayo Vallecano',Tenerife,0,0,
1971-72,Cadiz,Santander,0,1,
1971-72,'Cultural Leonesa',Elche,1,0,
1971-72,Villarreal,Zaragoza,0,3,
1971-72,Castellon,Cadiz,1,0,
1971-72,Santander,'Cultural Leonesa',1,1,
1971-72,Elche,Mallorca,0,0,
1971-72,Pontevedra,Valladolid,2,2,
1971-72,Oviedo,'Rayo Vallecano',1,0,
1971-72,Zaragoza,Logrones,2,0,
1971-72,Mestalla,Hercules,0,0,
1971-72,Xerez,Villarreal,2,2,
1971-72,Tenerife,Langreo,0,1,
1971-72,'Sant Andreu','Racing de Ferrol',3,0,
1971-72,Hercules,'Sant Andreu',2,0,
1971-72,Valladolid,Zaragoza,1,0,
1971-72,Villarreal,Mestalla,1,3,
1971-72,Cadiz,Pontevedra,1,0,
1971-72,Mallorca,Santander,2,1,
1971-72,'Rayo Vallecano',Elche,2,1,
1971-72,'Cultural Leonesa',Castellon,3,1,
1971-72,Logrones,Xerez,3,0,
1971-72,'Racing de Ferrol',Langreo,1,0,
1971-72,Tenerife,Oviedo,2,0,
1971-72,Castellon,Mallorca,2,0,
1971-72,Elche,Oviedo,0,0,
1971-72,'Racing de Ferrol',Tenerife,0,2,
1971-72,Zaragoza,Cadiz,4,0,
1971-72,Santander,'Rayo Vallecano',1,0,
1971-72,Langreo,Hercules,0,1,
1971-72,Xerez,Valladolid,1,1,
1971-72,Pontevedra,'Cultural Leonesa',0,1,
1971-72,Mestalla,Logrones,2,5,
1971-72,'Sant Andreu',Villarreal,0,0,
1971-72,Elche,Tenerife,1,0,
1971-72,Logrones,'Sant Andreu',1,0,
1971-72,Hercules,'Racing de Ferrol',1,2,
1971-72,Valladolid,Mestalla,3,1,
1971-72,'Cultural Leonesa',Zaragoza,3,3,
1971-72,Mallorca,Pontevedra,0,1,
1971-72,Villarreal,Langreo,1,2,
1971-72,Oviedo,Santander,3,0,
1971-72,Cadiz,Xerez,0,0,
1971-72,'Rayo Vallecano',Castellon,1,4,
1971-72,Xerez,'Cultural Leonesa',0,0,
1971-72,Castellon,Oviedo,1,0,
1971-72,Langreo,Logrones,3,1,
1971-72,Santander,Elche,0,0,
1971-72,Tenerife,Hercules,3,0,
1971-72,'Racing de Ferrol',Villarreal,0,0,
1971-72,Mestalla,Cadiz,1,0,
1971-72,Zaragoza,Mallorca,3,0,
1971-72,Pontevedra,'Rayo Vallecano',3,0,
1971-72,'Sant Andreu',Valladolid,1,0,
1971-72,Valladolid,Langreo,2,0,
1971-72,Cadiz,'Sant Andreu',2,0,
1971-72,'Rayo Vallecano',Zaragoza,0,1,
1971-72,Villarreal,Hercules,1,1,
1971-72,Logrones,'Racing de Ferrol',2,0,
1971-72,'Cultural Leonesa',Mestalla,2,1,
1971-72,Elche,Castellon,2,0,
1971-72,Santander,Tenerife,4,1,
1971-72,Mallorca,Xerez,1,0,
1971-72,Oviedo,Pontevedra,2,0,
1971-72,Tenerife,Villarreal,3,0,
1971-72,Pontevedra,Elche,1,1,
1971-72,Zaragoza,Oviedo,0,1,
1971-72,Mestalla,Mallorca,0,0,
1971-72,Xerez,'Rayo Vallecano',0,3,
1971-72,Castellon,Santander,2,1,
1971-72,Hercules,Logrones,0,0,
1971-72,Langreo,Cadiz,1,2,
1971-72,'Racing de Ferrol',Valladolid,3,1,
1971-72,'Sant Andreu','Cultural Leonesa',2,1,
1971-72,Zaragoza,Elche,3,0,
1971-72,Langreo,'Cultural Leonesa',4,0,
1971-72,Tenerife,Castellon,2,0,
1971-72,Hercules,Valladolid,1,0,
1971-72,Xerez,Oviedo,0,0,
1971-72,Villarreal,Logrones,1,0,
1971-72,Pontevedra,Santander,1,0,
1971-72,Mestalla,'Rayo Vallecano',1,2,
1971-72,'Racing de Ferrol',Cadiz,1,0,
1971-72,'Sant Andreu',Mallorca,1,0,
1971-72,Santander,Zaragoza,1,0,
1971-72,Cadiz,Hercules,4,0,
1971-72,Elche,Xerez,2,1,
1971-72,'Rayo Vallecano','Sant Andreu',1,0,
1971-72,Castellon,Pontevedra,4,0,
1971-72,Oviedo,Mestalla,2,0,
1971-72,Mallorca,Langreo,1,0,
1971-72,Logrones,Tenerife,2,1,
1971-72,'Cultural Leonesa','Racing de Ferrol',4,1,
1971-72,Valladolid,Villarreal,2,0,
1971-72,Zaragoza,Castellon,1,1,
1971-72,Tenerife,Pontevedra,2,0,
1971-72,Xerez,Santander,1,0,
1971-72,Villarreal,Cadiz,1,0,
1971-72,Mestalla,Elche,0,2,
1971-72,'Racing de Ferrol',Mallorca,0,0,
1971-72,Langreo,'Rayo Vallecano',1,1,
1971-72,Logrones,Valladolid,1,0,
1971-72,Hercules,'Cultural Leonesa',4,1,
1971-72,'Sant Andreu',Oviedo,1,0,
1971-72,Pontevedra,Zaragoza,1,0,
1971-72,Santander,Mestalla,0,1,
1971-72,Mallorca,Hercules,2,0,
1971-72,'Cultural Leonesa',Villarreal,4,2,
1971-72,Elche,'Sant Andreu',2,0,
1971-72,Tenerife,Valladolid,2,1,
1971-72,Cadiz,Logrones,5,1,
1971-72,Castellon,Xerez,3,0,
1971-72,'Rayo Vallecano','Racing de Ferrol',3,2,
1971-72,Oviedo,Langreo,2,0,
1971-72,Mestalla,Castellon,0,0,
1971-72,Xerez,Pontevedra,1,1,
1971-72,Logrones,'Cultural Leonesa',2,0,
1971-72,Zaragoza,Tenerife,2,1,
1971-72,'Sant Andreu',Santander,1,2,
1971-72,Villarreal,Mallorca,1,3,
1971-72,Langreo,Elche,1,1,
1971-72,Valladolid,Cadiz,2,1,
1971-72,Hercules,'Rayo Vallecano',1,3,
1971-72,'Racing de Ferrol',Oviedo,1,0,
1971-72,Elche,'Racing de Ferrol',2,0,
1971-72,Santander,Langreo,1,0,
1971-72,'Cultural Leonesa',Valladolid,2,1,
1971-72,Zaragoza,Xerez,2,0,
1971-72,Castellon,'Sant Andreu',1,0,
1971-72,Pontevedra,Mestalla,0,0,
1971-72,'Rayo Vallecano',Villarreal,0,0,
1971-72,Oviedo,Hercules,1,0,
1971-72,Cadiz,Tenerife,2,2,
