Unnamed: 0,Home_Team,Away_team,Home_score,Away_score,Season,Result
25600,Olympique Lyonnais,AS Nancy-Lorraine,2,1,2011-2012,win
53874,US Boulogne CO,Racing Besan?n,2,1,1967-1968,win
71018,OGC Nice,Stade rennais FC,2,0,1974-1975,win
99663,Eibar,Barcelona,0,2,2018/2019,lose
14464,Tenerife,Xerez,1,0,1988-89,win
48504,AS Poissy,AFC Creil,1,0,1979-1980,win
82849,Dijon FCO,FC Sochaux-Montb?iard,0,1,1987-1988,lose
93573,US Thionville-Lusitanos,Besan?n RC,1,1,1961-1962,draw
31645,Elche,Figueres,1,0,1989-90,win
107690,AS Nancy-Lorraine,Stade rennais FC,1,0,1988-1989,win
36782,Borussia Dortmund,VfL Wolfsburg,3,1,2021,win
84735,Angers SCO,FC Istres,1,0,1997-1998,win
79841,Stade fran?is,Olympique Thonon Chablais,1,0,1982-1983,win
109675,La Roche VF,Louhans-Cuiseaux FC,1,0,1983-1984,win
28155,Stade brestois 29,FC Bourges,1,1,1967-1968,draw
107468,Espanol,Santander,1,0,1998-99,win
106177,US Castres Football,Montpellier HSC,1,0,1969-1970,win
119655,Levante,Getafe,1,0,2017-18,win
45741,Stade lavallois MFC,ESTAC Troyes,1,0,1998-1999,win
15415,Stade brestois 29,Olympique de Marseille,1,0,1989-1990,win
26873,Barcelona,Racing Santander,3,0,2011/2012,win
72666,Toulouse FC,Olympique de Marseille,1,0,1984-1985,win
90825,Borussia Mönchengladbach,Hannover 96,2,1,2010,win
64760,LB Ch?eauroux,FC Gueugnon,1,1,2002-2003,draw
111028,Marignane Gignac FC,US Boulogne CO,1,0,2018-2019,win
87640,Valencia,Elche,1,0,2013-14,win
21611,LOSC Lille,AS Saint-Etienne,1,0,1978-1979,win
41786,RC Strasbourg Alsace,Olympique de Marseille,1,0,1974-1975,win
39035,RC Lens,Olympique de Marseille,1,1,2010-2011,draw
87518,FC Mulhouse,Stade de Reims,1,1,1983-1984,draw
102002,Stade de Reims,Chamois niortais FC,1,0,2016-2017,win
51815,'Gimnastic de Tarragona',Cordoba,1,0,1973-74,win
58389,Valenciennes FC,Dijon FCO,1,0,2002-2003,win
88646,Montlu?n Football,SA Thiers,3,0,1963-1964,win
29644,Stade briochin,SO Ch?ellerault,1,1,1961-1962,draw
94744,SAS Epinal,AS B?iers,1,0,1978-1979,win
87678,Le Puy Foot 43 Auvergne,Grenoble Foot 38,1,1,1984-1985,draw
33375,FC Sochaux-Montb?iard r?erve,US Forbach,2,0,1978-1979,win
113263,Hoffenheim,FC Köln,1,1,2015/2016,draw
3143,USL Dunkerque,Chaumont FC,1,0,1967-1968,win
15539,Mallorca,'Cultural Leonesa',1,0,1972-73,win
73897,OGC Nice,Dijon FCO,1,1,2016-2017,draw
75456,OGC Nice,FC Gueugnon,1,0,1995-1996,win
111695,Le Puy Foot,SC Toulon,0,0,2019-2020,draw
2302,INF Vichy,Le Puy Foot 43 Auvergne,1,0,1982-1983,win
36995,Sassuolo,Hellas Verona,1,0,2015/2016,win
94057,FC Sochaux-Montb?iard,AC Ajaccio,1,0,1968-1969,win
10408,AS B?iers,Grenoble Foot 38,1,1,1956-1957,draw
81389,Salamanca,Hercules,1,0,1976-77,win
25460,Sporting Club de Bastia r?erve,Stade rapha?ois,1,1,1992-1993,draw
3883,SO Pont-de-Ch?uy,GFC Ajaccio,1,0,1983-1984,win
95585,FC Sochaux-Montb?iard r?erve,Association Still-Mutzig,1,1,1964-1965,draw
40730,Hercules,'Ciudad de Murcia',1,0,2006-07,win
67602,'Atletico de Madrid',Osasuna,2,0,2016-17,win
56254,Deportivo,Murcia,1,0,1981-82,win
103092,Entente SSG,N?es Olympique,1,1,2006-2007,draw
98091,Stade rennais FC r?erve,Quimper Kerfeunteun FC,2,0,1975-1976,win
92029,Bayer Leverkusen,SC Freiburg,2,1,2022,win
23439,LOSC Lille r?erve,ES Juvisy,1,1,1972-1973,draw
102621,Levante,Castellon,1,0,1976-77,win
10418,Etoile sportive fr?usienne,AS Saint-Priest,1,0,1998-1999,win
106134,German DR,Netherlands,1,1,1974,draw
77458,Hercules,Oviedo,1,0,1987-88,win
78915,'Rayo Vallecano',Villarreal,1,1,2014-15,draw
119393,TSG 1899 Hoffenheim,Werder Bremen,1,0,2020,win
104196,AJ Auxerre,FC Girondins de Bordeaux,1,0,1983-1984,win
29661,FC Sochaux-Montb?iard,AJ Auxerre,1,0,1989-1990,win
60366,LOSC Lille,FC Girondins de Bordeaux,1,0,1950-1951,win
97577,AC cambr?ien,Amiens SC,1,0,1971-1972,win
89678,Stade Poitevin FC,Quevilly Rouen M?ropole,1,1,1970-1971,draw
60569,'Real Madrid','Atletico de Bilbao',2,0,1993-94,win
100381,AS Nancy-Lorraine,US Cr?eil-Lusitanos,1,0,1988-1989,win
10714,Cadiz,Mallorca,1,0,1973-74,win
70619,Olympique Lyonnais,AS Monaco FC,1,0,2003-2004,win
114517,GFC Ajaccio,AS Aix-en-Provence,2,0,1971-1972,win
38369,FC Nantes,Valenciennes FC,1,0,2013-2014,win
105340,RC Lens,Stade rennais FC,1,0,1996-1997,win
116554,Jura Dolois Football,Pierrots Vauban,1,1,1967-1968,draw
30657,Valladolid,'Recreativo de Huelva',1,1,2007-08,draw
109561,FC Sochaux-Montb?iard,Stade Poitevin FC,1,0,1995-1996,win
55497,Montpellier HSC,Association sportive Cannes,1,0,1994-1995,win
19896,Canet Roussillon FC,FC Mulhouse,1,0,1996-1997,win
76501,Cadiz,Valladolid,1,0,2004-05,win
65087,Angers SCO,LB Ch?eauroux,1,1,2009-2010,draw
2362,FC Istres,Sporting Club de Bastia,1,0,2011-2012,win
64833,Compostela,Barcelona,1,1,1994-95,draw
86765,AS Monaco FC,OGC Nice,2,1,1953-1954,win
114851,Stade brestois 29,Tours FC,1,1,2017-2018,draw
2995,USL Dunkerque,US Colomiers,0,1,2014-2015,lose
2083,LOSC Lille,RC Strasbourg Alsace,1,0,1960-1961,win
9966,AS Saint-Seurin,Le Havre AC,1,0,1990-1991,win
46290,Sud Nivernais Imphy Decize,USM Malakoff Omnisports,1,0,1972-1973,win
82901,FC Mantois 78,AC cambr?ien,1,1,1974-1975,draw
68211,Deportivo,'Real Madrid',1,2,2014-15,lose
120024,FC Libourne,La Roche VF,1,1,1978-1979,draw
81752,Levante,Osasuna,1,0,1996-97,win
80832,FC Nantes r?erve,SO Ch?ellerault,1,1,1960-1961,draw
38735,Angers SCO r?erve,USM Malakoff Omnisports,1,0,1980-1981,win
33658,Toulouse FC 1937,CS Sedan,2,1,1957-1958,win
44091,AS Monaco FC,Angers SCO,1,0,2015-2016,win
118901,Werder Bremen,Eintracht Frankfurt,0,1,2019,lose
18295,Brazil,Belgium,1,1,2018,draw
37394,N?es Olympique,Le Havre AC,1,0,1982-1983,win
23408,AS Saint-Priest,AS Brignoles,1,0,1972-1973,win
418,'Atletico de Madrid','Sporting de Gijon',1,1,1984-85,draw
54075,SC Toulon,Stade rennais FC,1,0,1990-1991,win
72693,Osasuna,Elche,1,0,1979-80,win
105210,'Atletico de Madrid','Real Madrid',1,1,2003-04,draw
103951,Valladolid,Sevilla,1,1,1995-96,draw
758,Stade lavallois MFC,Amiens SC,1,1,2003-2004,draw
78172,Paris Saint-Germain,AS Monaco FC,1,1,1994-1995,draw
83912,Le Havre AC,US Cr?eil-Lusitanos,1,0,2005-2006,win
59771,Racing Besan?n,Olympique d'Al? en C?ennes,1,0,1977-1978,win
95307,Murcia,Almeria,1,1,2007-08,draw
53683,Santander,Deportivo,1,0,2008-09,win
114069,Sevilla,Deportivo,1,0,1992-93,win
103203,Etoile sportive La Ciotat,Union montilienne sportive,1,0,1967-1968,win
4602,Salamanca,Barakaldo,1,0,1973-74,win
14976,US Annemasse Ambilly Gaillard,OGC Nice r?erve,1,0,1985-1986,win
44449,Algeciras,Osasuna,1,0,1978-79,win
78694,Santander,Hercules,1,0,1984-85,win
12641,US Pays de Saint-Omer,Stade h?inois,1,1,1980-1981,draw
116189,Almeria,Cordoba,1,0,2014-15,win
43428,ESTAC Troyes,Le Mans FC,1,0,1996-1997,win
93868,Olympique Lyonnais r?erve,FC Chalon,1,0,1985-1986,win
62035,Tours FC,FC Rouen 1899,1,0,1989-1990,win
119778,AS Monaco FC,AS Nancy-Lorraine,1,0,2008-2009,win
28386,Numancia,Oviedo,1,0,2016-17,win
41656,Association sportive Cannes,Union Sportive royenne,1,0,2004-2005,win
94935,Quevilly Rouen M?ropole,Stade Malherbe Caen,2,1,1966-1967,win
112678,FC Nantes,AS Monaco FC,2,1,1974-1975,win
85659,'Real Sociedad','Real Madrid',1,1,1999-00,draw
111024,FC Sochaux-Montb?iard,Olympique Lyonnais,1,1,2010-2011,draw
94163,US Pays de Saint-Omer,US Breteuil,1,0,1977-1978,win
105605,FC Montceau Bourgogne,USM Malakoff Omnisports,1,1,1984-1985,draw
70258,AS Beauvais Oise,Tours FC,1,0,1991-1992,win
111959,US Caz?es,Stade Rodez QS,1,0,1970-1971,win
87249,'Real Madrid','Atletico de Madrid',1,0,2006-07,win
24381,Arsenal,Crystal Palace,1,0,2015/2016,win
102552,Olympique de Marseille,Red Star FC,2,1,1961-1962,win
13535,AS Beauvais Oise,US Tourcoing,1,1,1966-1967,draw
82490,FC Metz,RC Strasbourg Alsace,1,0,2003-2004,win
108591,Olympique de Marseille,AS Saint-Etienne,1,0,2004-2005,win
79554,Le Puy Foot 43 Auvergne,N?es Olympique,1,1,1986-1987,draw
57206,ES Viry-Ch?illon,AJ Auxerre r?erve,0,1,1987-1988,lose
97963,FC S?e 34,Montpellier HSC r?erve,1,0,1991-1992,win
10784,USL Dunkerque,Dijon FCO,1,0,1996-1997,win
106958,'Atletico Madrileno',Granada,1,0,1983-84,win
78219,Olympique de Charleville NA,FC Mulhouse r?erve,1,1,1988-1989,draw
107614,Cadiz,Alaves,1,0,1974-75,win
83811,Alzira,Lleida,1,0,1988-89,win
31763,Evry FC,RC Ancenis-Saint-G??n,1,0,1993-1994,win
20308,Almeria,Murcia,1,1,2012-13,draw
4,LOSC Lille r?erve,SC Abbeville,0,0,1974-1975,draw
40840,FC Mulhouse,Stade lavallois MFC,1,0,1995-1996,win
58516,Hercules,'Celta de Vigo',1,0,1996-97,win
15820,Stade lavallois MFC,Olympique de Charleville NA,1,0,1994-1995,win
111338,Le Havre AC,CS Sedan,1,1,1954-1955,draw
90018,AFC Creil,RC Epernay Champagne,1,1,1972-1973,draw
11881,Stade rennais FC,FC Nancy,1,1,1957-1958,draw
19910,LB Ch?eauroux,Montlu?n Football,1,0,1990-1991,win
107393,FC Chalon,A.S. Gien Football,2,0,1973-1974,win
44151,'Sporting de Gijon',Barcelona,1,1,1991-92,draw
15065,Cadiz,Compostela,1,0,1993-94,win
67945,Salamanca,Valladolid,1,1,1995-96,draw
81097,CS Sedan,SC Hazebrouck,1,0,1978-1979,win
99064,Racing Besan?n,Association sportive Cannes,2,1,1953-1954,win
9388,'Real Sociedad','Recreativo de Huelva',1,0,1978-79,win
76405,Angers SCO,Stade de Reims,1,1,1960-1961,draw
100934,Paris Saint-Germain r?erve,FC Chalon,2,0,1971-1972,win
71778,Angers SCO,FC Istres,1,0,2009-2010,win
105986,FC Girondins de Bordeaux,Association sportive Cannes,1,0,1996-1997,win
61718,Amiens SC,US Le Mans,1,0,1972-1973,win
58759,US Boulogne CO,SO Ch?ellerault,1,1,2006-2007,draw
69586,Málaga,Celta Vigo,1,1,2015/2016,draw
64586,AJ Auxerre r?erve,Stade Poitevin FC,2,0,1992-1993,win
47646,FC Bayern München,Hamburger SV,2,0,2017,win
20769,Stade Malherbe Caen,AS Corbeil-Essonnes,1,0,1983-1984,win
28372,Celta Vigo,Levante UD,2,0,2015/2016,win
115418,AS Monaco FC,AS Saint-Etienne,1,1,1975-1976,draw
45824,Bergerac P?igord FC,Chamois niortais FC,1,0,1963-1964,win
25125,Valencia,'Celta de Vigo',2,0,1978-79,win
114115,US Boulogne CO,AS Poissy,1,0,1977-1978,win
47225,ES La Rochelle,La Roche VF,1,0,1982-1983,win
88022,FC Rouen 1899,Quimper Kerfeunteun FC,2,0,1979-1980,win
34211,AS Beauvais Oise,SC Abbeville,1,1,1966-1967,draw
114488,Paris FC r?erve,Quevilly Rouen M?ropole,1,1,1973-1974,draw
92423,US Boulogne CO,AC Avignonnais,1,1,1965-1966,draw
7626,Valladolid,'Getafe Deportivo',1,0,1977-78,win
10063,AC cambr?ien,FC Mantois 78,1,1,1972-1973,draw
42198,Olympique de Marseille,AS Nancy-Lorraine,2,0,1975-1976,win
61225,Dijon FCO,Le Puy Foot 43 Auvergne,1,1,1982-1983,draw
16003,Deportivo,Guadalajara,1,1,2011-12,draw
20797,1. FC Nürnberg,1. FC Köln,1,0,2005,win
36352,Association sportive Cannes,AS Monaco FC,1,1,1970-1971,draw
107909,FC Istres,Dijon FCO,1,0,1989-1990,win
102962,FC Bourg-P?onnas,CA Bastia,1,1,2012-2013,draw
93076,Excelsior AC,AC Mouzon,2,0,1973-1974,win
52185,Racing Club de France r?erve,SC Hazebrouck,1,0,1984-1985,win
104609,'Atletico de Madrid',Deportivo,1,0,1972-73,win
19608,RC Strasbourg Alsace,Toulouse FC 1937,1,1,1956-1957,draw
66895,Numancia,Terrassa,1,0,2003-04,win
36362,OGC Nice,N?es Olympique,1,0,1984-1985,win
23742,FC Bourges,FC Nevers,1,0,1988-1989,win
14494,Ourense,Leganes,1,1,1996-97,draw
63883,Hercules,Osasuna,1,0,1980-81,win
71090,Stade Malherbe Caen,Thonon Evian Grand Gen?e FC,1,1,2014-2015,draw
27458,Sevilla,Valencia,1,0,1971-72,win
10996,AFC Creil,Olympique Saint-Quentin,1,0,1978-1979,win
116026,AFC Creil,Stade de Reims r?erve,1,1,1982-1983,draw
35515,Oviedo,Cadiz,1,0,1970-71,win
94250,SC Toulon,Amicale sportive Muret football,1,0,1980-1981,win
71920,Murcia,Betis,1,0,1974-75,win
89810,RC Lens r?erve,USM Senlis,2,0,1979-1980,win
16928,AS Beauvais Oise,Toulouse FC,1,0,1996-1997,win
5715,'Gimnastic de Tarragona',Levante,1,0,1973-74,win
9397,Albacete,Zaragoza,1,1,2015-16,draw
11326,Eibar,'Barcelona Atletic',1,0,1988-89,win
90138,FC Istres,Le Havre AC,1,0,2001-2002,win
69197,AC Avignonnais,US Boulogne CO,2,0,1969-1970,win
115634,FC Rouen 1899 r?erve,FC Dieppe,2,0,1961-1962,win
109969,Betis,'Las Palmas',1,0,1975-76,win
68221,OGC Nice,Olympique Lyonnais,1,1,2019-2020,draw
14332,Sevilla,Valencia,1,1,1980-81,draw
118401,Stade Clermontois,AS Saint-Etienne,1,1,1980-1981,draw
107252,Le Puy Foot 43 Auvergne,Olympique d'Al? en C?ennes,1,1,1986-1987,draw
87451,FC Gueugnon r?erve,AS Beaune,1,1,1979-1980,draw
4606,Osasuna,Malaga,1,0,2005-06,win
109756,Mallorca,Leganes,1,0,1993-94,win
71828,Valenciennes FC,Angers SCO,1,1,1958-1959,draw
52923,AS Beauvais Oise,CS Sedan r?erve,1,1,1966-1967,draw
7972,AS Aix-en-Provence,SC Toulon,1,0,1960-1961,win
20856,Compostela,Lleida,1,0,1991-92,win
96395,Girona,Murcia,1,0,2009-10,win
24155,Espanol,Sevilla,1,1,2002-03,draw
6254,Sporting Club de Bastia,FC Girondins de Bordeaux,1,0,1991-1992,win
64936,Betis,'Celta de Vigo',1,0,1976-77,win
42525,N?es Olympique,AS Nancy-Lorraine,1,0,1991-1992,win
28895,Barcelona,Getafe,3,0,2015/2016,win
3973,Valladolid,Murcia,1,0,2006-07,win
41639,LOSC Lille,FC Sochaux-Montb?iard,1,0,2012-2013,win
30936,AS Saint-Etienne,Stade de Reims,1,0,2002-2003,win
84798,Grenoble Foot 38, ESTAC Troyes,1,0,2003-2004,win
4290,Chamois niortais FC,Association sportive Cannes,1,0,1987-1988,win
111874,Le Havre AC,UST Equeudreville,2,0,1965-1966,win
61671,FC Chambly Oise,EA Guingamp,1,1,2020-2021,draw
92635,VfB Stuttgart,Eintracht Frankfurt,1,0,2006,win
103957,Olympique d'Al? en C?ennes,US Boulogne CO,2,1,1959-1960,win
110860,AS Poissy,FC Nantes r?erve,0,0,1978-1979,draw
116618,Bagn?es-Luchon,US Castres Football,1,0,1968-1969,win
14852,FC Gueugnon r?erve,Stade Clermontois,1,1,1977-1978,draw
52855,AS Cherbourg,US Forbach,1,1,1960-1961,draw
83083,Angers SCO,Olympique de Marseille,1,1,1967-1968,draw
117831,Olympique Lyonnais r?erve,FC Villefranche Beaujolais,1,0,1987-1988,win
72571,RCP Fontainebleau,Chaumont FC,1,0,1963-1964,win
39395,EA Guingamp,OGC Nice,1,0,1995-1996,win
101816,Betis,'Real Madrid',1,1,2002-03,draw
14843,Association sportive Cannes,Besan?n RC,1,0,2001-2002,win
75913,FC Gueugnon,Besan?n RC,1,0,2003-2004,win
4395,Bayer Leverkusen,VfB Stuttgart,1,0,2022,win
101363,Chamois niortais FC,Louhans-Cuiseaux FC,1,0,2008-2009,win
84370,'Celta de Vigo',Betis,1,1,2005-06,draw
38081,Bourg-en-Bresse 01,FC Annecy,1,1,2021-2022,draw
48234,Malaga,Betis,1,1,2008-09,draw
115321,AS Beauvais Oise,SC Douai,1,0,1977-1978,win
101594,Montlu?n Football,VS Chartres football,2,0,1976-1977,win
87717,Alaves,Zaragoza,1,1,1998-99,draw
22288,FC Metz r?erve,FC Mulhouse,1,0,1980-1981,win
55190,EA Guingamp,Montpellier HSC,1,0,1997-1998,win
36222,USL Dunkerque,CS Sedan,1,0,1993-1994,win
55552,OGC Nice r?erve,SSMC Miramas,2,0,1977-1978,win
72606,Association sportive Cannes,Stade lavallois MFC,1,0,2000-2001,win
50284,Sevilla,'Atletico de Madrid',1,1,1978-79,draw
5784,Mallorca,Logrones,1,0,1991-92,win
33129,Sevilla,Burgos,2,0,1977-78,win
95433,AS Saint-Etienne,RC Strasbourg Alsace,2,0,1965-1966,win
120093,Toulouse FC,Montpellier HSC,1,0,2013-2014,win
103208,Clermont Foot 63,FC Gueugnon,1,0,2005-2006,win
71428,RC Strasbourg Alsace r?erve,FC Metz r?erve,1,1,1978-1979,draw
118364,ESA Brive,Stade Poitevin FC,1,0,1974-1975,win
118376,'Recreativo de Huelva',Oviedo,1,0,1981-82,win
55252,1. FSV Mainz 05,SC Paderborn 07,0,0,2019,draw
54897,Montpellier HSC,OGC Nice r?erve,1,1,1977-1978,draw
27122,Villarreal,Getafe,1,0,2004-05,win
31340,EA Guingamp r?erve,US Montagnarde,1,0,1990-1991,win
90676,SR Colmar,US Cr?eil-Lusitanos,1,1,2010-2011,draw
28467,RC Strasbourg Alsace,Valenciennes FC,2,0,1975-1976,win
74194,FC Sochaux-Montb?iard r?erve,US Thionville-Lusitanos,2,0,1977-1978,win
25205,FC Sochaux-Montb?iard,Olympique Lyonnais,1,1,1976-1977,draw
119217,AJ Auxerre,Olympique de Marseille,1,1,2008-2009,draw
26278,Red Star FC,FC Sochaux-Montb?iard,1,0,1996-1997,win
49497,AS Saint-Etienne,Stade rennais FC,0,2,2021-2022,lose
29925,Valencia,Betis,1,0,2011-12,win
75910,Stade brestois 29,AAJ blois football,1,0,1967-1968,win
27196,Ontinyent,Deportivo,1,0,1970-71,win
96609,Barcelona,Valladolid,2,0,1980-81,win
117398,La Roche VF,ES Saintes,2,0,1980-1981,win
115429,EA Guingamp,Limoges Football,1,0,1985-1986,win
95844,N?es Olympique,CS Sedan,1,0,1994-1995,win
2366,FC S?e 34,FC Gueugnon,1,0,1971-1972,win
7739,Tr?issac FC,Stade Poitevin FC,1,0,1996-1997,win
83368,AS Nancy-Lorraine,USL Dunkerque,1,0,1988-1989,win
23009,ASM Belfort,CS Bl?od,1,1,1983-1984,draw
13070,AS Aix-en-Provence,Red Star FC,1,1,1956-1957,draw
54272,CS Sedan,Olympique de Charleville NA,1,0,1994-1995,win
77807,Red Star FC,La Roche VF,1,1,2000-2001,draw
24977,AS Saint-Etienne,CS Sedan,1,1,1957-1958,draw
49324,SC Freiburg,FC Augsburg,2,1,2022,win
16490,'Poli Ejido',Salamanca,1,1,2003-04,draw
92107,FC Mantois 78,AFC Creil,0,0,1976-1977,draw
51684,ES Arques,FC Saint-Leu 95,0,1,1990-1991,lose
83876,FC Montceau Bourgogne,Sporting Club de Bastia,1,0,1987-1988,win
115934,Montpellier HSC,Bagn?es-Luchon,1,1,1969-1970,draw
36248,'Recreativo de Huelva','Sporting de Gijon',1,0,2003-04,win
47486,Rodez Aveyron Football,LB Ch?eauroux,1,0,1991-1992,win
37332,Oviedo,Castilla,1,1,1987-88,draw
58869,Chamois niortais FC,Calais RUFC,1,0,2008-2009,win
26010,'Real Sociedad',Espanol,1,1,2002-03,draw
32071,Pierrots Vauban,ASM Belfort,2,0,1981-1982,win
51137,Chamois niortais FC,Andernos Sport FC,1,0,1984-1985,win
53551,'Real Madrid',Mallorca,2,0,1986-87,win
66526,'Celta de Vigo',Sabadell,1,0,1971-72,win
37461,Llagostera,Albacete,1,1,2014-15,draw
109729,US Avranches,Stade briochin,0,1,2021-2022,lose
71968,Santander,Espanol,1,1,2007-08,draw
47989,Betis,Cadiz,1,0,1983-84,win
56419,FC Metz r?erve,CO Ch?ons,2,0,1979-1980,win
64264,Eibar,'Atletico de Madrid',1,1,2000-01,draw
110247,FC Lorient,Sporting Club de Bastia,1,0,1998-1999,win
56801,Ourense,Hercules,1,0,1994-95,win
49909,'Celta de Vigo','Real Madrid',1,1,1999-00,draw
63364,Stade lavallois MFC,Stade rennais FC,1,0,1983-1984,win
102074,FC Nantes,Toulouse FC 1937,2,0,1965-1966,win
33007,Leganes,Lugo,1,0,2015-16,win
108562,SAS Epinal,FC Annecy,1,0,1991-1992,win
105269,Amiens SC,Paris FC,1,1,2020-2021,draw
10869,UES Montmorillon,ES La Rochelle,1,0,1981-1982,win
54473,'Gimnastic de Tarragona',Ourense,1,0,1973-74,win
46941,OGC Nice,Angers SCO,1,0,2016-2017,win
18770,'Atletico de Bilbao',Betis,2,0,1972-73,win
25217,Compostela,Sevilla,1,1,1996-97,draw
83081,Limoges Football,FC Lorient,1,1,1971-1972,draw
94293,OC Ch?eaudun,FC Gueugnon r?erve,0,0,1992-1993,draw
48494,EA Guingamp,Quimper Kerfeunteun FC,1,0,1981-1982,win
4100,Sabadell,Sevilla,1,0,1986-87,win
52347,'Atletico de Bilbao',Barcelona,1,1,2007-08,draw
50050,Amicale sportive Muret football,JS Cugnaux,1,0,1992-1993,win
65078,Red Star FC,Dijon FCO,1,1,2000-2001,draw
113135,AS Saint-Priest,US Caz?es,1,1,1977-1978,draw
67943,'Poli Ejido',Salamanca,1,1,2006-07,draw
51481,1. FC Köln,FC Schalke 04,0,1,2008,lose
110381,LOSC Lille,Dijon FCO,1,0,2016-2017,win
96425,AS Beauvais Oise,N?es Olympique,1,0,1994-1995,win
57804,FC Metz,AS Monaco FC,1,1,2014-2015,draw
17957,Stade Malherbe Caen,Club athl?ique de Montreuil 93,1,1,1960-1961,draw
116080,OGC Nice,Paris Saint-Germain,1,1,1977-1978,draw
75647,LOSC Lille,Stade rennais FC,1,0,1985-1986,win
21809,Leganes,Levante,1,1,2000-01,draw
11369,FC Bayern München,TSG 1899 Hoffenheim,2,0,2012,win
101797,Olympique Lyonnais r?erve,Cluses-Scionzier FC,4,0,1988-1989,win
87764,Tenerife,'Sporting de Gijon',1,0,1976-77,win
8944,SC Toulon,Olympique d'Al? en C?ennes,2,1,1955-1956,win
45210,RC Ancenis-Saint-G??n,USF F?amp,1,1,1993-1994,draw
82601,Chamois niortais FC,Paris FC,1,1,2019-2020,draw
98443,Espanol,'Atletico de Madrid',1,1,1983-84,draw
48000,Pau FC,FC Chambly Oise,1,1,2018-2019,draw
27845,Kerala Blasters,East Bengal,2,1,2021/2022,win
98660,Murcia,Terrassa,1,0,1975-76,win
95188,Olympique Lyonnais,AS Saint-Etienne,1,1,1967-1968,draw
94747,OC Ch?eaudun,AS Saint-Priest,0,1,1991-1992,lose
120783,Stade lavallois MFC,Quimper Kerfeunteun FC,2,1,1970-1971,win
95916,AS Corbeil-Essonnes,Toulouse FC,1,1,1980-1981,draw
68709,Olympique de Marseille,FC Sochaux-Montb?iard,1,0,1978-1979,win
116326,US Cr?eil-Lusitanos,Association sportive Cannes,1,0,2008-2009,win
66372,Oviedo,Alaves,1,0,1977-78,win
103052,Bayer Leverkusen,Hamburger SV,1,1,2012,draw
39553,'Sporting de Gijon',Sabadell,1,0,2014-15,win
58887,'Real Burgos',Osasuna,1,0,1991-92,win
45148,AJ Auxerre,Angers SCO,1,0,1977-1978,win
102483,FC S?e 34,Red Star FC,1,1,1973-1974,draw
22063,Toulouse FC,Stade rennais FC,1,1,2007-2008,draw
62717,OC Ch?eaudun,UCK Vannes,0,0,1971-1972,draw
33159,Le Puy Foot 43 Auvergne,A.S. Gien Football,1,1,1974-1975,draw
50350,AS Nancy-Lorraine,Racing Club de France,1,0,1986-1987,win
4618,AS Cherbourg,Tours FC,1,0,2003-2004,win
85551,Tenerife,Oviedo,1,0,1997-98,win
58522,'Las Palmas',Eibar,1,0,2013-14,win
19996,Louhans-Cuiseaux FC,N?es Olympique,1,0,2002-2003,win
94145,Amicale sportive Muret football,FC Girondins de Bordeaux,1,1,1984-1985,draw
83802,AS Nancy-Lorraine,CS Sedan r?erve,1,0,1974-1975,win
61430,FC Bourges,Angoul?e Charente FC,1,0,1992-1993,win
89965,AJ Auxerre,Angers SCO,1,0,1993-1994,win
18155,LB Ch?eauroux,Tours FC,1,0,2009-2010,win
76749,Stade Malherbe Caen,FC Nantes r?erve,1,1,1964-1965,draw
83503,'Celta de Vigo',Granada,1,1,2015-16,draw
76264,Olympique de Marseille,Angers SCO,2,0,2016-2017,win
14626,Salamanca,'Malaga B',1,0,2004-05,win
41596,Barcelona,Sevilla,1,0,1985-86,win
17334,Montpellier HSC r?erve,Hy?es 83 FC,2,0,1981-1982,win
47544,USF F?amp,US Boulogne CO,1,0,1992-1993,win
38337,Pierrots Vauban,FC Kronenbourg,6,0,1969-1970,win
3139,CS Sedan,LB Ch?eauroux,1,0,2011-2012,win
12737,Quevilly Rouen M?ropole,SR Colmar,1,0,2011-2012,win
80728,Stade Poitevin FC,Olympique d'Al? en C?ennes,1,1,1996-1997,draw
56941,Athl?ic Club arl?ien,Dijon FCO,1,1,2009-2010,draw
84056,Valenciennes FC,Racing Club de France,1,0,1983-1984,win
40690,US Orl?ns r?erve,Clermont Foot 63,1,2,1986-1987,lose
54538,Jeunesse Villenavaise,ES La Rochelle,0,0,1988-1989,draw
55659,Sarreguemines FC,Chaumont FC,1,0,1988-1989,win
51971,Chamois niortais FC,OC Ch?eaudun,1,1,1971-1972,draw
44487,1. FC Kaiserslautern,Hertha BSC,1,1,2005,draw
107149,Vannes FC,US Montagnarde,2,0,1992-1993,win
38823,USL Dunkerque,Stade lavallois MFC,1,1,1975-1976,draw
54667,RC Lens,FC Girondins de Bordeaux,2,0,1951-1952,win
81276,CS Sedan,AS Troyes Sainte-Savine,1,0,1973-1974,win
6443,AS B?iers,Toulouse FC,1,1,1970-1971,draw
75589,Espanol,Barcelona,1,1,2011-12,draw
99162,AS B?iers,FC Martigues,1,0,1979-1980,win
28637,Montauban FCTG,Amicale sportive Muret football,1,0,1980-1981,win
3729,Villarreal,'Rayo Vallecano',1,1,2000-01,draw
17802,FC Nantes,CS Sedan,1,0,1967-1968,win
77560,RC Lens,Stade brestois 29,2,1,1972-1973,win
48993,LOSC Lille,Red Star FC,3,0,1963-1964,win
27811,Chamois niortais FC,Pau FC,1,1,2020-2021,draw
81057,FC Annecy,Louhans-Cuiseaux FC,1,0,1972-1973,win
