Unnamed: 0,Home_Team,Away_team,Home_score,Away_score,Season,Result
120701,US Saint-Pierre-des-Corps,La Roche VF,1,1,1978-1979,draw
17299,US Concarneau,CS Sedan,1,0,2016-2017,win
53145,Association sportive Cannes,FC S?e 34,1,0,1971-1972,win
58037,Wasquehal Football,Grenoble Foot 38,1,0,2001-2002,win
83453,RCP Fontainebleau,Acad?ie Moulins,1,0,1969-1970,win
119086,FC Metz r?erve,AS Beaune,2,0,1975-1976,win
7222,Olympique de Marseille,Stade lavallois MFC,1,0,1977-1978,win
15494,Cordoba,'Atletico de Madrid',1,1,2000-01,draw
22157,Association sportive Cannes,ESTAC Troyes,2,0,1958-1959,win
35523,OGC Nice,FC S?e 34,2,1,1951-1952,win
49015,FC S?e 34 r?erve,Olympique de Marseille r?erve,1,0,1986-1987,win
84543,'Real Madrid','Real Sociedad',2,0,1980-81,win
78674,Red Star FC,Olympique de Charleville NA,1,0,1987-1988,win
43718,FC Sochaux-Montb?iard r?erve,CS Bl?od,1,0,1973-1974,win
102695,AS Nancy-Lorraine,Toulouse FC,1,0,1984-1985,win
15976,US Boulogne CO,LOSC Lille,1,1,2009-2010,draw
12807,FC Metz,FC Nantes,1,1,2000-2001,draw
100311,FC Gueugnon,AS Nancy-Lorraine,1,0,1993-1994,win
28144,Stade h?inois,Stade Malherbe Caen,1,1,1968-1969,draw
110783,Mallorca,'Recreativo de Huelva',1,0,1988-89,win
18914,Merida,'Atletico de Bilbao',1,0,1997-98,win
118425,AS Monaco FC,FC Nantes,1,0,2013-2014,win
34539,Merida,Tenerife,1,0,1997-98,win
3574,FC Girondins de Bordeaux,LOSC Lille,1,0,1976-1977,win
23325,AS Saint-Etienne,RC Lens,1,0,1992-1993,win
67363,Chelsea,West Bromwich Albion,1,1,2015/2016,draw
104497,Almeria,Valencia,1,1,2010-11,draw
119472,FC Mulhouse,EA Guingamp,1,1,1984-1985,draw
108747,Stade rennais FC,Olympique de Marseille,1,1,2003-2004,draw
10535,EA Guingamp,Sporting Club de Bastia,1,0,2005-2006,win
112923,Paris Saint-Germain,RC Lens,3,1,1975-1976,win
900,Union Sportive royenne,Besan?n RC,1,0,2004-2005,win
25932,Stade brestois 29,Paris Saint-Germain,1,1,2011-2012,draw
2881,Castellon,'Lorca Deportiva',1,0,2005-06,win
28290,VfL Wolfsburg,Hannover 96,1,1,2012,draw
65166,FC Canet 66,USJOA Valence,0,0,1990-1991,draw
49941,RC Strasbourg Alsace,Association sportive Cannes,2,1,1960-1961,win
1913,EA Guingamp,Tours FC,1,0,2008-2009,win
678,'Rayo Vallecano','Atletico de Madrid',1,1,2012-13,draw
47000,FC Sochaux-Montb?iard,Toulouse FC,1,1,2005-2006,draw
12228,Oviedo,Barcelona,1,1,1995-96,draw
44415,Stade Poitevin FC,FC Girondins de Bordeaux,1,1,1966-1967,draw
87586,FC Villefranche Beaujolais,Olympique Lyonnais r?erve,1,1,1968-1969,draw
96434,AS Cherbourg,US Avranches,1,0,1993-1994,win
57330,Deportivo,Alaves,1,0,1982-83,win
54295,Almeria,Valencia,1,1,2007-08,draw
59459,CS Penmarch,US Le Mans,1,1,1976-1977,draw
76270,FC Metz,LOSC Lille,1,1,1953-1954,draw
87659,'Real Sociedad',Sevilla,1,0,2002-03,win
44988,'Las Palmas',Alaves,1,1,2013-14,draw
75517,Paris FC,Valenciennes FC,1,1,2017-2018,draw
69218,RC Lens r?erve,Calais RUFC,1,1,1979-1980,draw
7769,Montpellier HSC,RC Lens,1,1,2008-2009,draw
109061,Merida,Compostela,1,1,1995-96,draw
47411,FC Sochaux-Montb?iard,Olympique de Marseille,1,1,2001-2002,draw
63901,'Celta de Vigo','Atletico de Bilbao',1,0,1973-74,win
622,AS Saint-Etienne,FC Girondins de Bordeaux,1,1,1987-1988,draw
46640,Grenoble Foot 38,Montauban FCTG,1,0,1979-1980,win
4755,Barcelona,Getafe,1,0,2017/2018,win
28313,AJ Auxerre,Olympique Lyonnais,1,1,2004-2005,draw
36578,Grenoble Foot 38,LOSC Lille,1,1,1963-1964,draw
57766,FC Girondins de Bordeaux,Montpellier HSC,1,1,2016-2017,draw
81372,FC S?e 34,Association sportive Cannes,1,0,1986-1987,win
74500,Le Havre AC,Paris FC,1,1,2017-2018,draw
54232,Etoile sportive fr?usienne,SC Toulon,1,0,1994-1995,win
83752,Werder Bremen,Bayer Leverkusen,1,1,2006,draw
89985,FC Nancy,Racing Club de France,1,1,1952-1953,draw
56505,Racing Club de France,Le Havre AC,1,0,1983-1984,win
3941,AS Saint-Etienne,Angoul?e Charente FC,3,0,1971-1972,win
48196,AS Nancy-Lorraine,FCO Strasbourg Koenigshoffen,1,0,1983-1984,win
103434,Valenciennes FC,CO Roubaix-Tourcoing,2,0,1955-1956,win
21082,Chamois niortais FC,FC Langonnais,1,0,1989-1990,win
68652,Olympique Noisy-le-Sec,US Cr?eil-Lusitanos,0,0,1998-1999,draw
56328,AC Avignonnais,OGC Nice,1,0,1969-1970,win
30927,Red Star FC,Dijon FCO,1,0,2015-2016,win
62238,Calais RUFC,Le Havre AC,1,1,1964-1965,draw
16171,Werder Bremen,Eintracht Braunschweig,1,1,2013,draw
72544,Levante,Leganes,1,1,1999-00,draw
24226,EA Guingamp,Le Havre AC,1,0,1980-1981,win
33300,Stade lavallois MFC,Stade brestois 29,1,1,1966-1967,draw
113599,Alcorcon,'Las Palmas',1,1,2012-13,draw
101442,FC Nantes,FC Metz,1,0,1967-1968,win
36920,'Atletico de Bilbao','Sporting de Gijon',1,1,1987-88,draw
60721,Le Mans FC,SAS Epinal,1,0,1996-1997,win
46550,'Atletico de Madrid',Oviedo,1,0,1996-97,win
88942,Calais RUFC,US Maubeuge,1,0,1983-1984,win
8494,Olympique Lyonnais,Paris Saint-Germain,1,0,2009-2010,win
2484,AS Aix-en-Provence,Stade de Reims,1,1,1969-1970,draw
80029,'Recreativo de Huelva',Elche,1,1,2012-13,draw
76330,Racing Besan?n,CO Roubaix-Tourcoing,2,0,1958-1959,win
91203,AS Nancy-Lorraine,Valenciennes FC,1,1,2014-2015,draw
77512, ESTAC Troyes,OGC Nice,1,0,2005-2006,win
2650,1. FC Köln,Werder Bremen,1,1,2015,draw
55934,Stade brestois 29,FC Lorient,1,1,2022-2023,draw
24267,AS Monaco FC,Angers SCO,1,0,1958-1959,win
23646,'Real Sociedad',Malaga,1,1,2001-02,draw
71761,FC Sochaux-Montb?iard r?erve,FCO Strasbourg Koenigshoffen,1,1,1980-1981,draw
6270,Chaumont FC,US Boulogne CO,2,1,1973-1974,win
35780,FC Montceau Bourgogne,AC Avignonnais,1,1,1989-1990,draw
40848,Real Madrid,Sevilla,2,0,2015/2016,win
48973,AS Corbeil-Essonnes,Sarreguemines FC,1,0,1986-1987,win
98893,Bayer Leverkusen,FC Schalke 04,1,1,2014,draw
120836,FC Girondins de Bordeaux,Racing Club de France,1,0,1954-1955,win
98257,ES Arques,FC Rouen 1899 r?erve,1,0,1990-1991,win
39123,Aviron bayonnais FC,EFC Fr?us Saint-Rapha?,0,1,2011-2012,lose
57101,Almeria,Hercules,1,1,2011-12,draw
58841,Almeria,'Gimnastic de Tarragona',1,1,2011-12,draw
35176,Stade fran?is,FC Metz,1,1,1958-1959,draw
16064,RCP Fontainebleau,FC Martigues,1,1,1976-1977,draw
36867,Stade rennais FC,Stade brestois 29,1,0,1978-1979,win
107595,Barakaldo,Sabadell,1,0,1980-81,win
16218,CS Sedan,Red Star FC,1,0,1993-1994,win
6648,Paris FC r?erve,FC Dieppe,2,0,1981-1982,win
99015,AS Nancy-Lorraine,AS Monaco FC,1,1,1969-1970,draw
7952,Le Mans FC,FC Nantes r?erve,0,1,1985-1986,lose
110936,Lazio,Carpi,1,1,2015/2016,draw
21008,Borussia Mönchengladbach,VfL Bochum,2,0,2022,win
112953,US Concarneau,Stade briochin,1,0,1977-1978,win
43797,Olympique Lyonnais,Angers SCO,2,1,1953-1954,win
40705,AS B?iers,AC Avignonnais,1,0,1966-1967,win
99190,FC Sochaux-Montb?iard,FC Mulhouse,1,0,1989-1990,win
40611,Rodez AF,Espoir sportif de Vitrolles,1,0,1996-1997,win
78600,Stade h?inois,Amiens SC r?erve,1,0,1976-1977,win
28950,'Bilbao Athletic',Sabadell,1,0,1991-92,win
67195,Le Puy Foot 43 Auvergne,Jou?l?-Tours FCT,1,0,1990-1991,win
86944,Stade fran?is,RC Strasbourg Alsace,1,1,1961-1962,draw
69866,Valladolid,'Calvo Sotelo',2,0,1976-77,win
50064,Stade rennais FC,FC Gueugnon,1,0,1993-1994,win
34574,Quimper Kerfeunteun FC,FC Rouen 1899 r?erve,1,1,1966-1967,draw
55535,'Calvo Sotelo','Rayo Vallecano',1,0,1970-71,win
83449,'Real Madrid',Villarreal,2,1,2005-06,win
69953,AC Avignonnais,Association sportive Cannes,1,1,1980-1981,draw
45320,'Atletico de Madrid','Atletico de Bilbao',2,0,1994-95,win
204,FC Canet 66,SC toulon r?erve,1,0,1990-1991,win
68717,N?es Olympique,FC Nantes,1,1,1966-1967,draw
95200,Angers SCO,N?es Olympique,2,1,1965-1966,win
40812,Stade Malherbe Caen r?erve,US Montagnarde,1,0,1986-1987,win
106440,AS Nancy-Lorraine,FC Sochaux-Montb?iard,1,0,1972-1973,win
64046,AC Avignonnais,FC Martigues,1,0,1971-1972,win
63375,Hercules,'Recreativo de Huelva',1,1,2011-12,draw
65498,AC Mouzon,FC Dieppe,2,0,1973-1974,win
106578,Bordeaux,AS Monaco,1,1,2015/2016,draw
39879,FC Libourne,SO Ch?ellerault,1,0,1988-1989,win
18232,FC Annecy,Bataillon de Joinville,2,0,1969-1970,win
117081,Montpellier HSC,Association sportive Cannes,1,0,1984-1985,win
90884,FC Lorient,SC Toulon,1,0,1997-1998,win
102221,Chaumont FC,Racing Besan?n,2,0,1967-1968,win
50235,Louhans-Cuiseaux FC,FC Annecy,1,1,1967-1968,draw
5629,LOSC Lille,FC Nantes,1,0,2020-2021,win
113948,Logrones,'Real Sociedad',1,0,1990-91,win
112666,OGC Nice r?erve,AS Saint-Priest,1,0,1986-1987,win
31354,Stade brestois 29,US Saint-Malo,1,0,1992-1993,win
77240,FC Girondins de Bordeaux,Stade montois,2,0,1984-1985,win
85897,AS Aix-en-Provence,Toulouse FC,1,1,1971-1972,draw
44551,1. FC Nürnberg,FC Energie Cottbus,1,0,2006,win
105488,AC cambr?ien,Racing Besan?n,2,0,1971-1972,win
110334,'Celta de Vigo',Cadiz,1,0,1985-86,win
40436,Numancia,Cordoba,1,0,2017-18,win
115968,Stade briochin,Paris 13 Atletico,1,1,2022-2023,draw
16756,ES Saintes,AAJ blois football,1,1,1976-1977,draw
109408,OGC Nice,Toulouse FC,1,0,1990-1991,win
9821,Quevilly Rouen M?ropole,Evreux Athletic Club,3,1,1964-1965,win
96205,SO Cholet,Red Star FC,1,1,2021-2022,draw
70674,US Maubeuge,FC Versailles,1,0,1987-1988,win
60962,LB Ch?eauroux,FC Chambly Oise,1,1,2021-2022,draw
73681,FC Gueugnon,Louhans-Cuiseaux FC,1,0,1997-1998,win
28243,Getafe,Tenerife,1,0,2003-04,win
2170,AJ Auxerre,Amiens SC,1,0,1974-1975,win
32950,Stade de Reims r?erve,US Pays de Saint-Omer,1,0,1976-1977,win
47131,Valladolid,'Celta de Vigo',1,1,2011-12,draw
72570,Castilla,Granada,1,0,1984-85,win
87223,FC Girondins de Bordeaux,FC Metz,1,0,1993-1994,win
86933,Angoul?e Charente FC,FC Mulhouse,1,0,1981-1982,win
119458,RC Lens,LOSC Lille,1,1,2020-2021,draw
15446,Tours FC,AJ Auxerre,1,1,2015-2016,draw
112511,Tenerife,Deportivo,1,0,2009-10,win
120825,N?es Olympique,CS Sedan,2,0,1973-1974,win
9553,Red Star FC,FC Girondins de Bordeaux,1,1,1967-1968,draw
15644,AS Dampierre,SAS Epinal,1,0,1979-1980,win
90370,'Recreativo de Huelva','Bilbao Athletic',1,0,1987-88,win
27542,Louhans-Cuiseaux FC,AS Saint-Etienne,1,1,1979-1980,draw
26306,RC Strasbourg Alsace,AS Saint-Etienne,1,1,1977-1978,draw
64664,SC Abbeville,Olympique Saint-Quentin,1,1,1967-1968,draw
46863,FC Martigues,Stade de Reims,1,0,1999-2000,win
13141,OGC Nice,Clermont Foot 63,1,1,2021-2022,draw
97614,SO Ch?ellerault,Thouars Foot 79,1,0,1994-1995,win
114743,'Celta de Vigo',Sestao,1,0,1991-92,win
79892,Castilla,Eibar,1,0,1988-89,win
54009,EA Guingamp,La Roche VF,1,0,1990-1991,win
13456,Stade rennais FC,Olympique de Marseille,2,1,1956-1957,win
37689,Stade de Reims,Tours FC,1,0,1986-1987,win
57535,Montlu?n Football,LB Ch?eauroux,1,0,1990-1991,win
65160,Bayer Leverkusen,FSV Mainz 05,1,1,2015/2016,draw
1448, ESTAC Troyes,CS Sedan,1,0,2000-2001,win
15139,Le Havre AC,AS B?iers,1,0,1962-1963,win
30025,Angers SCO,AS Beauvais Oise,1,0,1991-1992,win
7316,'AD Almeria',Terrassa,1,0,1978-79,win
22498,Olympique Saint-Quentin,SC Hazebrouck,1,1,1971-1972,draw
70494,AS Saint-Etienne,RCP Fontainebleau,2,0,1978-1979,win
90308,Castilla,Figueres,1,0,1992-93,win
43908,AS Monaco FC r?erve,SA Thiers,2,0,1962-1963,win
5482,1. FC Nürnberg,Eintracht Frankfurt,1,1,2007,draw
76353,Sarreguemines FC,FC Sochaux-Montb?iard r?erve,0,0,1990-1991,draw
17945,VfL Bochum,Borussia Mönchengladbach,1,1,2009,draw
90198,US Concarneau,Le Havre AC,1,1,1973-1974,draw
104459,AS Monaco FC,Stade rennais FC,2,0,1974-1975,win
38758,AS B?iers,Association sportive Cannes,2,0,1968-1969,win
24585,Stade lavallois MFC,Stade brestois 29,1,0,1975-1976,win
36110,FC Nevers,AJ Auxerre r?erve,0,1,1988-1989,lose
2542,SC Toulon,Red Star FC,1,0,1996-1997,win
107785,Paris Saint-Germain r?erve,Stade de Reims r?erve,1,1,1982-1983,draw
31404,Amiens SC,Le Touquet AC,1,0,1990-1991,win
31390,'Real Madrid',Betis,2,1,1998-99,win
74532,Espanol,Valladolid,1,0,1995-96,win
85186,AJ Auxerre,AS Saint-Etienne,1,0,1993-1994,win
115135,US Pays de Saint-Omer,SC Hazebrouck,1,1,1983-1984,draw
79847,Olympique d'Al? en C?ennes,RC Strasbourg Alsace,1,1,1960-1961,draw
66637,Racing Club de France,Stade brestois 29,1,0,1994-1995,win
74995,ASM Omnisports,INF Vichy,1,1,1982-1983,draw
20029,UCK Vannes,V?oce vannetais,1,0,1983-1984,win
27603,Clermont Foot 63,Amiens SC,1,1,2007-2008,draw
11909,Le Havre AC,EA Guingamp,1,1,2011-2012,draw
98241,Deportivo,'Atletico de Madrid',1,1,2014-15,draw
26341,Olympique Lyonnais,AS B?iers,4,0,1953-1954,win
84333,CS Bl?od,SR Colmar,1,1,1973-1974,draw
119015,USF F?amp,SAS Epinal,1,1,1993-1994,draw
61288,'Real Sociedad',Sevilla,1,1,2003-04,draw
105345,'Getafe Deportivo',Tenerife,1,0,1976-77,win
3778,Olympique Lyonnais r?erve,AS Saint-Etienne,1,1,1979-1980,draw
89219,Chamois niortais FC,Stade brestois 29,1,0,2004-2005,win
108250,USF F?amp,FC Bourges,1,0,1996-1997,win
68273,'Atletico de Bilbao',Cadiz,1,0,2005-06,win
43367,'Las Palmas',Valencia,1,0,1985-86,win
13961,SR Colmar,RC Strasbourg Alsace r?erve,1,1,1960-1961,draw
56182,FC Sochaux-Montb?iard r?erve,Chaumont FC,2,0,1969-1970,win
87694,FC Sochaux-Montb?iard,AS Saint-Etienne,1,1,1959-1960,draw
90968,Stade de Reims,Racing Besan?n,2,0,1984-1985,win
120332,FC Sochaux-Montb?iard,Stade brestois 29,1,0,1986-1987,win
46395,Sporting Club de Bastia,Olympique Lyonnais,1,0,1974-1975,win
10938,Dijon FCO,N?es Olympique,1,1,2013-2014,draw
22365,SC Abbeville,CS Sedan r?erve,1,1,1967-1968,draw
42772,FC Mulhouse,FC Sochaux-Montb?iard,1,0,1989-1990,win
110172,RC Epernay Champagne,SC Abbeville,0,1,1973-1974,lose
22573,Castilla,Deportivo,1,1,1985-86,draw
115739,'Sporting de Gijon','Las Palmas',1,0,2016-17,win
110220,LB Ch?eauroux,Rodez AF,0,1,2019-2020,lose
51290,Cadiz,Betis,1,0,1988-89,win
102713,EA Guingamp,Amiens SC,1,0,2004-2005,win
27490,Toulouse FC,LOSC Lille,1,1,2010-2011,draw
42160,Olympique d'Al? en C?ennes,Stade de Reims,1,0,2000-2001,win
56926,Jura Dolois Football,ASM Belfort,1,0,1979-1980,win
44038,US Orl?ns,Quimper Kerfeunteun FC,1,0,1985-1986,win
46224,ES La Rochelle,Angoul?e Charente FC,1,0,1988-1989,win
117483,FC Montceau Bourgogne,AS Saint-Priest,1,0,1981-1982,win
87774,SC Abbeville,RC Epernay Champagne,2,1,1975-1976,win
110615,FC Saint-Louis Neuweg,US Forbach,2,0,1968-1969,win
39883,'Real Burgos',Lleida,1,1,1988-89,draw
53331,Espanol,'Sporting de Gijon',1,0,1990-91,win
97611,FC Montceau Bourgogne,FC Istres,1,1,1989-1990,draw
120191,RC Strasbourg Alsace,Dijon FCO,1,0,2008-2009,win
12018,FC Bourg-P?onnas,FC Chambly Oise,1,0,2014-2015,win
53156,AJ Auxerre,FC Girondins de Bordeaux,1,0,2006-2007,win
42697,RCP Fontainebleau,INF Vichy,1,1,1986-1987,draw
60319,Barcelona,'Atletico de Bilbao',2,0,1987-88,win
107547,'Celta de Vigo',Valladolid,1,0,1993-94,win
99345,FC Dieppe,Paris Saint-Germain r?erve,1,1,1975-1976,draw
36586,UCK Vannes,USM Malakoff Omnisports,1,1,1981-1982,draw
109051,FC Mulhouse,Amiens SC,1,0,1995-1996,win
89651,CS Sedan,Angers SCO,1,0,1966-1967,win
12413,Merida,Leganes,1,0,1993-94,win
83532,FC Gueugnon,Olympique Thonon Chablais,1,0,1985-1986,win
59059,Sevilla,'Real Madrid',1,1,1995-96,draw
35828,FC Sochaux-Montb?iard,OGC Nice,1,0,2013-2014,win
112541,US Orl?ns,AS B?iers,1,1,2015-2016,draw
66899,Grenoble Foot 38,SC Toulon,1,0,1968-1969,win
80037,RC Lens,Stade rennais FC,1,1,2009-2010,draw
57442,Grenoble Foot 38,CO Roubaix-Tourcoing,2,0,1961-1962,win
43034,Sevilla,Cadiz,1,0,1974-75,win
53007,Stade rennais FC,Angers SCO,1,0,2017-2018,win
3331,Angers SCO,FC Sochaux-Montb?iard,1,1,1980-1981,draw
86837,Elche,Sabadell,1,0,1980-81,win
82136,Dijon FCO,FC Nantes,1,1,2019-2020,draw
86199,Stade Malherbe Caen,LOSC Lille,1,1,2016-2017,draw
99219,FC Blid?n,GS Orl?nsville,0,1,1960-1961,lose
58081,TSG 1899 Hoffenheim,FC Bayern München,1,2,2010,lose
85270,Mallorca,Osasuna,1,1,2010-11,draw
80051,N?es Olympique,LOSC Lille,1,1,1966-1967,draw
92780,FC Saint-L?Manche,Stade lavallois MFC r?erve,1,0,1989-1990,win
56513,FC S?e 34,Athl?ic Club arl?ien,1,0,1982-1983,win
27080,RC Strasbourg Alsace,AS Monaco FC,1,1,2002-2003,draw
75198,Betis,Osasuna,1,0,1981-82,win
84135,Cordoba,Tenerife,1,0,1975-76,win
55464,SC Abbeville,Stade de Reims r?erve,1,0,1970-1971,win
92204,'Real Madrid','Rayo Vallecano',3,0,1977-78,win
53040,CA Paris-Charenton,AS B?iers,1,1,1953-1954,draw
112433,OGC Nice,Grenoble Foot 38,2,1,1962-1963,win
59525,La Roche VF,FC Rouen 1899,1,0,1992-1993,win
23472,Olympique d'Al? en C?ennes,FC Martigues,1,0,1972-1973,win
86088,'Real Burgos',Deportivo,1,1,1987-88,draw
107649,CS Sedan,Olympique Lyonnais,2,1,1973-1974,win
78084,Stade rennais FC,Valenciennes FC,1,0,2006-2007,win
52406,Association sportive Cannes,Stade fran?is,1,1,1958-1959,draw
1258,Angers SCO,Toulouse FC,1,1,2015-2016,draw
25118,Albacete,Llagostera,1,1,2014-15,draw
79524,OGC Nice r?erve,FC Istres,1,0,1984-1985,win
71927,FC Metz,RC Strasbourg Alsace,1,1,1954-1955,draw
109034,Osasuna,Ourense,1,0,1996-97,win
43155,AC Avignonnais,FC Valence,1,0,1986-1987,win
89153,'Las Palmas',Numancia,1,1,2003-04,draw
67584,1. FSV Mainz 05,VfL Wolfsburg,1,1,2011,draw
75212,Valenciennes Fc r?erve,FC Dieppe,2,0,1968-1969,win
8579,Eintracht Frankfurt,1. FC Kaiserslautern,1,1,2005,draw
38218,AAJ blois football,Limoges Football,1,0,1980-1981,win
28479,Racing Besan?n,CS Sedan,1,0,1984-1985,win
96352,Algeciras,Deportivo,1,1,1979-80,draw
63953,Barcelona,Getafe,1,0,2006-07,win
120593,Extremadura,Badajoz,0,0,1994-95,draw
45536,Montauban FCTG,SO Ch?ellerault,1,0,1985-1986,win
58770,Rodez Aveyron Football,RC Strasbourg Alsace,1,0,1990-1991,win
67050,SC Abbeville,Stade rennais FC,1,1,1982-1983,draw
3864,FC S?e 34,FC Nancy,1,1,1950-1951,draw
119813,'Rayo Vallecano','Sant Andreu',1,0,1976-77,win
75138,Albacete,Deportivo,1,1,1994-95,draw
118779,Chamois niortais FC,ES La Rochelle,0,1,1970-1971,lose
93752,Deportivo,Osasuna,1,0,1991-92,win
98010,FC Girondins de Bordeaux,N?es Olympique,1,0,1975-1976,win
117234,Logrones,Levante,1,1,1999-00,draw
25882,Stade de Reims,OGC Nice,1,1,2012-2013,draw
119566,'Sporting de Gijon','Atletico de Madrid',1,1,2010-11,draw
61193,Stade Malherbe Caen,CS Sedan,1,0,1984-1985,win
10200,FC Nancy,CS Sedan,1,1,1961-1962,draw
9041,Aviron bayonnais FC,RC Strasbourg Alsace,0,1,2010-2011,lose
109626,CS Sedan,RC Strasbourg Alsace r?erve,1,0,1988-1989,win
98784,SO Cholet,Paris FC,1,1,1975-1976,draw
68455,FC Bayern München,FC Augsburg,2,0,2012,win
51371,USB Longwy,USM Malakoff Omnisports,1,1,1967-1968,draw
1265,'Barcelona Atletic',Murcia,1,1,1982-83,draw
14721,Olympique de Valence,N?es Olympique,1,0,1993-1994,win
32396,Stade Malherbe Caen r?erve,Olympique Saint-Quentin,1,0,1989-1990,win
116419,Olympique de Marseille,AS Saint-Etienne,1,1,2020-2021,draw
61660,USL Dunkerque,Stade fran?is,1,0,1983-1984,win
89959,Angoul?e Charente FC,Olympique d'Al? en C?ennes,1,0,2001-2002,win
8617,AS Nancy-Lorraine,Olympique de Marseille,1,1,2010-2011,draw
84973,RC Lens,Toulouse FC 1937,1,1,1963-1964,draw
49253,Lleida,Getafe,1,0,1999-00,win
66823,'Atletico de Bilbao','Atletico de Madrid',1,1,1985-86,draw
63297,Pierrots Vauban,FC Metz r?erve,1,0,1984-1985,win
103532,US Forbach,AS Mulhouse,1,1,1966-1967,draw
22796,'Rayo Vallecano',Figueres,1,0,1987-88,win
105961,Stade rennais FC,RC Lens,1,0,1995-1996,win
46901,LB Ch?eauroux,Le Havre AC,1,1,1981-1982,draw
83922,RC Lens,LOSC Lille,1,0,1992-1993,win
82648,Angers SCO,Quimper Kerfeunteun FC,1,0,1985-1986,win
46106,'Celta de Vigo',Sevilla,1,1,2015-16,draw
97361,FC S?e 34,Racing Besan?n,2,0,1974-1975,win
103013,'Real Sociedad',Valencia,1,1,2012-13,draw
75610,Red Star FC,Sporting Club de Bastia,1,1,1966-1967,draw
21531,Castellon,'Calvo Sotelo',2,0,1975-76,win
91312,Stade lavallois MFC,AS Nancy-Lorraine,1,1,1982-1983,draw
48594,Espanol,Valencia,1,0,1988-89,win
43060,GFC Ajaccio,Louhans-Cuiseaux FC,1,0,1998-1999,win
94141,RC Strasbourg Alsace r?erve,CS Bl?od,1,0,1974-1975,win
116348,'Getafe Deportivo','Recreativo de Huelva',1,0,1979-80,win
16118,'Sporting de Gijon','Real Sociedad',1,0,1971-72,win
45252,FC S?e 34,FC Gueugnon,1,1,2005-2006,draw
41616,Tours FC,Stade lavallois MFC,1,1,1975-1976,draw
46213,UES Montmorillon,FC Saint-M?ard-en-Jalles,1,1,1981-1982,draw
21884,Levante,Sevilla,1,1,2014-15,draw
20328,Sporting Club de Bastia,Stade Malherbe Caen,1,0,2016-2017,win
45614,Amiens SC,Toulouse FC,1,1,2019-2020,draw
26385,Numancia,Santander,1,1,2008-09,draw
73033,Zaragoza,'Real Sociedad',1,0,1978-79,win
34493,ES La Rochelle,US Castres Football,1,1,1970-1971,draw
42781,Olympique Lyonnais,RC Strasbourg Alsace,1,0,1973-1974,win
111717,Angers SCO r?erve,FC Girondins de Bordeaux,1,1,1981-1982,draw
86264,LOSC Lille,AJ Auxerre,1,0,2006-2007,win
16102,FC Sochaux-Montb?iard r?erve,SO Merlebach,2,0,1966-1967,win
33590,Murcia,'FC Cartagena',1,1,2011-12,draw
107990,Paris FC,FC Istres,1,0,2007-2008,win
37199,FC Saint-Louis Neuweg,CS Sedan r?erve,1,1,1969-1970,draw
73517,US Montagnarde,USM Malakoff Omnisports,1,0,1981-1982,win
39372,Sporting Club de Bastia,Union montilienne sportive,2,0,1974-1975,win
103391,'Atletico de Bilbao','CD Malaga',1,0,1982-83,win
100503,Rodez AF,Pau FC,1,1,2017-2018,draw
2803,Cluses-Scionzier FC,Athl?ic Club arl?ien,0,1,1967-1968,lose
95524,Etoile sportive fr?usienne,Red Star FC,1,0,1999-2000,win
66496,Real Valladolid,Barcelona,0,2,2013/2014,lose
57529,AS Monaco FC,FC Nantes,1,0,1999-2000,win
109839,Pau FC,Montauban FCTG,1,0,1984-1985,win
102478,FC Rouen 1899,Luzenac AP,1,0,2009-2010,win
34399,Toulouse FC r?erve,Canet Roussillon FC,1,0,1990-1991,win
111208,Calais RUFC,AS Cherbourg,1,0,2008-2009,win
50722,'Celta de Vigo',Espanol,1,0,1982-83,win
26535,ES Viry-Ch?illon,AS Poissy,1,1,1979-1980,draw
66994,Wasquehal Football,US Cr?eil-Lusitanos,1,0,1999-2000,win
85774,US Revel,Chamois niortais FC,1,0,1962-1963,win
69947,Stade brestois 29,Evreux Athletic Club,1,0,1973-1974,win
118727,Figueres,Logrones,1,1,1986-87,draw
30047,'Barcelona Atletic',Almeria,1,1,2011-12,draw
32100,'Real Sociedad',Granada,1,0,1974-75,win
58309,AS Poissy,Racing Club de France r?erve,1,1,1982-1983,draw
57764,Amiens SC,FC Dieppe,2,0,1980-1981,win
85410,FC Lorient,Olympique Lyonnais,1,1,1998-1999,draw
93433,FC Metz,Olympique d'Al? en C?ennes,2,1,1957-1958,win
53137,FC Lorient,Angers SCO r?erve,1,0,1977-1978,win
6393,'Rayo Vallecano',Cordoba,1,0,1975-76,win
82657,US Cr?eil-Lusitanos,AC Ajaccio,1,0,1997-1998,win
116222,Burgos,Zaragoza,1,0,1976-77,win
88397,Stade de Reims,Amiens SC,1,0,2006-2007,win
42796,Stade de Reims,FC Mulhouse,1,0,1985-1986,win
68169,AS Saint-Etienne,ASM Omnisports,1,0,1972-1973,win
52531,ESTAC Troyes,Le Havre AC,1,1,1960-1961,draw
24630,FC Nantes,Chamois niortais FC,1,0,2007-2008,win
17512,RC Strasbourg Alsace,FC Sochaux-Montb?iard,1,0,1978-1979,win
899,RC Lens,FC Girondins de Bordeaux,1,1,2000-2001,draw
59379,SO Romorantin,Chamois niortais FC,1,0,2005-2006,win
63145, ESTAC Troyes,FC Girondins de Bordeaux,1,1,2001-2002,draw
35320,AJ Auxerre,AS Saint-Etienne,1,1,1980-1981,draw
