Away_Manager_Name,Away_Team_Country,Away_Team_Gender,Away_Team_Name,Away_Team_Score,Competition_Country,Competition_Name,Competition_Stage,Home_Manager_Name,Home_Team_Country,Home_Team_Gender,Home_Team_Name,Home_Team_Score,Referee_Country,Referee_Name,Season_Name,Stadium_Name
Dirk Schuster,Germany,male,Darmstadt 98,,Germany,1. Bundesliga,Final,Huub Stevens,Germany,male,Hoffenheim,,Germany,Christian Dingert,2018/2019,PreZero Arena
